Area_Name,Grid_Cells,Mean_LST,Maximum_LST,Mean_Heat_Score,Total_Trees,High_Priority_Cells
Mantapa,4,36.60192875682501,47.2988060654,43.82315053367367,2774,0
Devagiri Temple Ward,2,35.598069100400025,43.28138498810001,43.82191150073558,1035,0
Ramaswamy Palya,1,34.7830422314,42.30952227140003,43.753722154451935,298,0
Sulikere,2,36.9921940079,46.142797521200045,43.74379667074933,1015,0
Satanuru,4,35.562617824212516,46.536980677700015,43.659452510401124,2885,0
Whitefield,4,35.276585093037525,43.595586476600026,43.58860108887062,3528,0
Chagalatti,7,36.61088702102859,47.3514093932,43.58322639065017,5151,0
Kumbarahalli,2,35.25244746305002,44.14865629280004,43.55161192497115,1574,0
N.R Colony,1,33.87044798150002,42.767502771200014,43.48274303533835,299,0
Hadosiddapura,1,33.967212127700016,44.05529307650002,43.45436838226397,406,0
Kane Muneshwara Ward,1,35.49851926790002,43.544914330100006,43.45210367142848,419,0
Jakkur,8,35.790469446200035,44.18471640379998,43.4222406343753,4978,0
Lingarajpura,1,33.22088746070001,43.075637274200034,43.35826860264271,298,0
Manjunatha Nagar,2,35.13824714232503,43.7883115343,43.34147445521424,594,0
Kormangala East,2,35.473354095650016,43.26166301270002,43.33259474152753,1339,0
Herohalli,1,33.93727881755001,44.238584399000025,43.30101824069902,297,0
Vishwanatha Nagenahalli,2,34.718719367525026,44.602193366600005,43.25096906396173,1035,0
BHEL Ward,1,35.512362248900004,42.66673954160003,43.20211581684398,410,0
Yelenahalli,6,36.377977238075026,46.17048348320008,43.184212282439624,4939,0
Doddabele,1,35.658303157850014,43.34622482750007,43.16092240999452,391,0
Jeevan Bhimanagar,2,34.148315917400026,44.1593888756,43.11588049247777,1144,0
Doddakammanahalli,5,35.93530804370003,43.93622634980002,43.04196648053424,3660,0
Manchappanahalli,6,37.54975282370002,47.903351262800015,43.00788732071319,5229,0
Devasandra,2,36.14661858515001,46.43575601540001,42.874311187849145,1527,0
Gonipura,2,38.13720507274998,45.249361273400034,42.84114654305303,1136,0
Lakkasandra,2,34.56664738520003,42.597387915800034,42.82987962949947,1144,0
Nayanda Halli,1,35.809559087900034,40.15895535770003,42.73405332692111,297,0
Naganayakanahalli,1,37.89720025339999,46.09429581740001,42.71264164683763,576,0
Hebbal,1,35.47030351280002,42.68386382180003,42.609703569085184,409,0
Vignananagara,2,34.24515269652502,42.59015880350003,42.44180526830268,1041,0
Kodati,6,34.63504481375002,47.179294996100026,42.42228972596154,4051,0
Vasanthanahalli,2,37.900079935250005,46.995337159700014,42.38775886853984,1130,0
Kasavanahalli,7,36.09251743215717,45.04593781310004,42.342069873969926,4142,0
Kalenahalli,1,36.572666233100016,44.82679146080006,42.318747748737344,596,0
Halasuru,1,34.15769838230001,43.284922638800026,42.304248696022896,295,0
Krishnarajapura,1,36.76889476130003,45.60505752470003,42.29775015212096,534,0
ತೋಟಗೆರೆ,4,37.14954896738751,45.65760958220001,42.29658843283596,3327,0
Shivanasamudra Ward,5,34.65088448810003,43.92701478590003,42.296565029675556,3131,0
Rajajinagara,2,33.57078589557504,44.23767862369999,42.28177276619137,1037,0
Kempambudhi Ward,1,32.755370226800025,45.48035106500004,42.23155367470437,296,0
Mathikere,2,32.62546837670003,43.24944359120003,42.00671300233641,710,0
Gulakamale,5,37.958225582480004,45.92122437470002,41.96974091444664,4532,0
Srinagar,1,35.57468984360001,39.14448702170003,41.96717940163979,416,0
S.G Palya,1,31.76016243350001,43.76491518740004,41.95184303913157,400,0
Kodagihalli,1,36.8223525941,48.07148366660002,41.82866126506713,580,0
Malleshwaram,2,35.25409665770002,42.92266378910001,41.81461169532939,688,0
Garvebavi Palya,1,31.79355648890003,43.30778919260001,41.77391738250984,410,0
Narayanaghatta,3,36.03639598520002,44.72679728570005,41.705189123211234,1382,0
Gollarapalya,1,37.43142666800003,45.348039510800064,41.649609028767024,566,0
Nagasandra,2,33.86119369235002,44.229680456900006,41.343256119583984,1321,0
Dinnur,1,33.319488792650034,41.55853200710003,41.14184376343748,294,0
Byrasandra,2,35.00605094630001,42.52678871270002,40.98885329433332,583,0
Kadirenahalli,5,37.81663410398001,48.976472822,40.9135203641229,2625,0
Choodanahalli,1,37.95455462899999,45.37066680320007,40.85229141309986,539,0
Udayapura,3,36.35173396534999,44.913557898500045,40.803237966728425,2389,0
Sangama Ward,1,35.79219554630002,43.03427923220004,40.76024278037237,382,0
Harinagar,2,34.85988359352501,43.33074119690004,40.63030570506894,1251,0
Kormangala West,2,35.52795696515001,43.06382801510005,40.63022523616792,775,0
Bidare Agrahara,2,35.07802162992502,45.77289939680002,40.6055195925898,1304,0
Puttenahalli,1,34.51802605070004,34.76277337280001,40.55612368652779,295,0
Ashwath Nagar,3,35.162701651250025,45.1578779681,40.455168115530874,1217,0
Yelahanka Old Town,3,34.93984389890002,43.69438434470001,40.447067926889986,1718,0
Varalakshmi Nagar,1,35.58132080240004,42.88079304410004,40.35396587330445,385,0
Kotthur,1,33.8346613121,42.388222181900026,40.324801109838525,545,0
Iblur,1,36.270479084900025,43.73283706970001,40.32018389144677,486,0
Pulakeshi Nagar,1,32.67571327070004,43.05253145900003,40.295082074719936,295,0
Indiranagar,2,35.507158313450006,42.71467727210003,40.291294491680524,783,0
Vibhootipura,5,35.57139999935002,47.59079042390003,40.22094277215778,4087,0
Vidyaranyapura,2,33.86178330080003,42.98546990660001,40.198240738235015,678,0
Harappanahalli,1,36.05416968920002,43.77735678020005,40.1303549439837,493,0
Vishwapriya Nagara,4,34.37815639977503,44.09572825310004,40.11551045728367,1490,0
Yelahanka Satellite Town,2,33.88200088910003,46.75925451830004,40.02772774149287,798,0
Hullahalli,3,35.27940709580002,47.8128420932,40.02137636168941,1528,0
Guddadhahalli,2,37.506947819900034,44.91711263930002,40.00572988064306,1153,0
Nanjapura,2,36.68890454825001,46.23190530260003,39.97485155656456,1058,0
Medahalli,4,34.84018084448755,44.38925072060003,39.93402502347839,2319,0
Shivakote,3,35.21353045700001,48.78306416030002,39.9274984979695,1748,0
Raja Kempegowda Ward,6,35.019423949550024,45.839926769,39.87724588016358,3730,0
Ramamurthy Nagara,1,35.552541074000025,43.07228761460003,39.81942700457397,376,0
Nagarbhavi,3,35.799031586300025,44.19030486650003,39.79025612159399,1364,0
Pattabhirama Nagara,1,34.72331233190002,39.43240393640001,39.76028450655031,289,0
Sakalavara,1,35.725373255300035,44.03444315450004,39.74163230619687,500,0
Thindlu,8,35.44376686002503,45.837978497600005,39.672606824252306,3608,0
Aramane Nagara,1,35.495596860800035,42.53781182720001,39.35209980484982,403,0
Shanubhoganahalli,4,36.150092147975016,46.12871527880006,38.86451265864384,2452,0
Akash Ward,9,35.02733761530002,46.929318103400064,38.82715730156773,5351,0
Shakambarinagara,1,35.45345267420002,42.3203061245,38.64046543357744,394,0
Old Baiyappanahalli,1,39.804848485700056,43.58247836989997,38.58161537426204,472,0
J.P PARK,1,32.90089242830005,36.55731932330004,38.44897841307196,292,0
Muttanalluru,3,35.147203778900014,44.370314889800056,38.202128185856466,1487,0
Adigondanahalli,2,35.97434183210004,44.15231357420001,38.03823906610725,1097,0
Kuvempunagara,6,34.164636962900026,43.33697908340002,37.766075681806804,2197,0
Nallasandra,1,34.46748207995003,40.561375942400026,37.69131890406307,410,0
Chinna Kuruchi,5,37.40573341166,47.72498188910004,37.52479326602158,2527,0
G.M Palya,1,31.83386348975003,41.50748387840002,37.49888625778519,517,0
Padmanabhanagara,1,32.94946249250003,39.618822747200014,37.43746400637809,290,0
Srigandhanagar,1,33.211727167100015,36.32550920690001,37.21078437938687,291,0
Austin Town,1,32.750277377000025,34.80066212450002,37.077889131508485,288,0
Doddenahalli,1,32.43182045360003,44.25676826540001,37.06023714919768,560,0
K.S. Nissar Ahmed Ward,1,32.95818698855002,39.36428279780003,36.96433712434959,406,0
Chikkakanneli,1,31.94123204300001,35.28109901570002,36.702415114315016,289,0
Jyotipura,2,36.51720031355,46.541936806700015,36.68307238536829,869,0
Cox Town,1,33.33361376030001,35.03686439660004,36.6750579608472,287,0
Lakshmipura,4,34.35691767800002,45.094148985200064,36.65926807772034,2399,0
Madiwala,1,32.68861629620002,34.88079760340004,36.3748032173001,289,0
Narasipura,2,37.33676460410001,42.87824661920006,36.203821418280356,1052,0
5th Block,1,34.74871676555,37.36515126019999,36.14550353359424,384,0
Chalamkunte,1,36.2556790583,45.03624772640004,36.07660048403141,445,0
Hoysala Nagara Central,3,34.789439625500016,42.732963679100045,35.88040529341569,1272,0
Bilijaji,2,34.609910973350026,45.513779300600056,35.61955291712323,1119,0
Lakshmisagara,1,36.1014921761,43.94690766230004,35.538932289341474,571,0
Hombegowda Nagara,1,31.66238142635004,33.670100739200024,35.48823431113277,288,0
Ejipura,1,32.422942146650016,35.21085870470002,35.48765467843772,288,0
Vaderahalli,3,34.65271028045003,44.3873366294,35.432176367243194,2408,0
Bilekahalli,4,33.76279744160002,42.9918786941,35.42923626347351,1733,0
Bikkanahalli,2,35.87510816645003,41.31458791970003,35.21427436585314,1070,0
V.V Puram,1,35.186436951800026,41.87018707070005,35.081284475128825,370,0
Nehru Nagar,1,31.13644214390001,40.327549194200046,34.46381316065698,285,0
Varthur,5,32.421911613620026,43.9172392487,34.29858390091918,2775,0
Konena Agrahara,1,31.59540532445002,32.81251952120002,34.032410067332435,390,0
Ramasagara,3,34.96638197585001,44.58474437450005,33.93766367382137,1518,0
Madhugirihalli,1,35.47842131030002,35.58485845310002,33.53854646550704,574,0
Gangavara Chaudappanahalli,1,32.9769262832,45.25799177390003,33.51387753493715,538,0
Ashoka Pillar,1,35.4231348368,41.447224185800025,32.87510618221147,482,0
Vinayakanagar,1,30.8813894915,33.15989289380003,32.014069466572174,380,0
Bannerughatta Shankarikavalu,2,36.29100429499999,47.248526991200016,31.506122110770676,925,0
Choodasandra,1,31.87864809680002,39.70287185900001,31.0009202731828,514,0
Hullukasavenahalli,1,33.261784070000004,33.67857742880002,30.8549915128995,591,0
Andapura,1,37.27563331640003,39.64348376150002,30.551209730224738,421,0
Sollepura,1,36.56941911410003,40.972991000900016,30.473217433414035,521,0
Byrappanahalli,1,36.0120596828,42.77963674220002,30.29018280908173,467,0
Jigani,1,33.60958469510002,41.13027119120005,27.074129358451408,522,0
Nellukunte,1,33.89011868660002,39.12350037890002,26.972038934627285,495,0
Honnasandra,1,34.66009605200003,43.44259590140002,26.966988770730005,419,0
