system:index,Air_Temp,LST,L_NDVI,NDBI,NDWI,Relative_Humidity,S2_NDVI,Wind_Speed,.geo
1302,18.543546930948935,30.764920459999985,0.461695076967637,-0.07795144996733173,-0.4825336754883918,62.90115217725584,0.3868436934218467,2.984148439590686,"{""type"":""Point"",""coordinates"":[77.47293157340604,12.952543588025751]}"
1303,18.17033729553225,29.315679980000027,0.6009085746734811,-0.08418259431604048,-0.5862441483615413,64.52942736293296,0.6042462845010615,3.0582498735863313,"{""type"":""Point"",""coordinates"":[77.6380212479068,13.103085035616873]}"
1304,19.11906776428225,30.809354719999988,0.6251332885747007,-0.16578842993937332,-0.6390895982537621,62.28048726827334,0.42289719626168226,2.8733089733618686,"{""type"":""Point"",""coordinates"":[77.48785204229252,12.841135741826658]}"
1305,18.543546930948935,30.238545380000005,0.19612717948717956,-0.005310051859207796,-0.2607608949466819,62.90115217725584,0.13174946004319654,2.984148439590686,"{""type"":""Point"",""coordinates"":[77.48018294335432,13.002329078188724]}"
1306,18.33977088928225,31.496376740000017,0.15020292288930204,0.06933757515300207,-0.27539016315913933,64.03543207444856,0.20722635494155153,2.992261602896399,"{""type"":""Point"",""coordinates"":[77.60214335328222,12.90394618629787]}"
1307,18.345793024698935,30.23512735999998,0.738871104544584,-0.2671960441247577,-0.714362785428159,64.89503711773511,0.78369384359401,2.935192618336431,"{""type"":""Point"",""coordinates"":[77.71806171254761,12.813873135437156]}"
1308,18.12785682678225,30.973419680000006,0.62236906292962,-0.2594000234096903,-0.6098041804180417,65.54639981076248,0.5805106826472121,3.042692733145983,"{""type"":""Point"",""coordinates"":[77.73299593495709,12.953629261591871]}"
1309,18.12785682678225,31.98515359999999,0.13070210883833697,0.07847247255265843,-0.20696890919900682,65.54639981076248,0.13510204081632654,3.042692733145983,"{""type"":""Point"",""coordinates"":[77.69542284596375,13.036027739691066]}"
1310,18.33977088928225,30.792264620000026,0.7212129847308305,-0.20302074688796676,-0.6648941668293692,64.03543207444856,0.5935461723309303,2.992261602896399,"{""type"":""Point"",""coordinates"":[77.59553379223716,12.914332476696803]}"
1311,18.12785682678225,36.613152679999985,0.511311453901374,0.09343572042926125,-0.56303368063969,65.54639981076248,0.3751783166904422,3.042692733145983,"{""type"":""Point"",""coordinates"":[77.68296080009013,12.951988790968924]}"
1312,18.178475316365564,31.479286640000055,0.16538801221549493,0.08509038660741143,-0.22654631382079207,64.33165852586,0.10077519379844961,3.0367836134203143,"{""type"":""Point"",""coordinates"":[77.56368398755883,12.960737760901806]}"
1313,19.11906776428225,32.93536316000001,0.5958968794582757,-0.03586660232415579,-0.5888731070078219,62.28048726827334,0.5743519781718963,2.8733089733618686,"{""type"":""Point"",""coordinates"":[77.4641342088663,12.843836853024893]}"
1314,18.178475316365564,29.68482614000004,0.18801450452638385,-0.0543676187503252,-0.23052235310445324,64.33165852586,0.4632861376358248,3.0367836134203143,"{""type"":""Point"",""coordinates"":[77.55132247762106,12.984741215026228]}"
1315,18.178475316365564,28.843993220000016,0.4229240375484272,-0.18490370619191573,-0.4002712582080418,64.33165852586,0.7104166666666667,3.0367836134203143,"{""type"":""Point"",""coordinates"":[77.59686401585488,13.000872336354236]}"
1316,18.77092323303225,26.84103349999998,0.17178841309823695,-0.336167279411765,0.057077995784011626,62.60771955682329,0.1839258114374034,2.9235547705381513,"{""type"":""Point"",""coordinates"":[77.48477544448609,12.891361286719063]}"
1317,18.178475316365564,30.470970739999984,0.20296866508076522,-0.010288450746380282,-0.30323153546195125,64.33165852586,0.09057301293900184,3.0367836134203143,"{""type"":""Point"",""coordinates"":[77.64452546169751,13.01541111634284]}"
1318,18.42692909240725,33.50617250000005,0.3602256145470872,0.17880648850112235,-0.500189562458896,63.215962152773066,0.31383129792672537,3.0261659658319164,"{""type"":""Point"",""coordinates"":[77.521176678824,13.1406212251833]}"
1319,18.23601112365725,30.515404999999987,0.2586991146632995,-0.16119296294825483,-0.2950851136078429,65.39613749133562,0.14672686230248308,2.988557521308597,"{""type"":""Point"",""coordinates"":[77.65846477936695,12.939460529590486]}"
1320,18.17033729553225,31.29471355999999,0.11730883510270947,0.0861897975134148,-0.20387291039352085,64.52942736293296,0.039975587427525175,3.0582498735863313,"{""type"":""Point"",""coordinates"":[77.60120905846826,13.052447642453675]}"
1321,18.178475316365564,31.17850088,0.30735135424377275,-0.01678550620092667,-0.36927646696183375,64.33165852586,0.36391816491010537,3.0367836134203143,"{""type"":""Point"",""coordinates"":[77.64629023371899,13.03416477774376]}"
1322,18.12785682678225,32.09453024000004,0.2533462760592432,0.05645727596069865,-0.33260764392839853,65.54639981076248,0.2833483890394459,3.042692733145983,"{""type"":""Point"",""coordinates"":[77.69148618369518,13.03835956826398]}"
1324,18.42692909240725,32.774716220000016,0.33082945714038076,0.043730083764959876,-0.4243000479260394,63.215962152773066,0.2125269978401728,3.0261659658319164,"{""type"":""Point"",""coordinates"":[77.52440793687607,13.095355240150626]}"
1325,18.33977088928225,33.42414001999998,0.46674570783647606,-0.017514815361579197,-0.5427105149562743,64.03543207444856,0.5393898759637948,2.992261602896399,"{""type"":""Point"",""coordinates"":[77.61872113345052,12.862326456967285]}"
1326,18.178475316365564,29.619883759999993,0.287924306778549,0.020510531015284373,-0.39038210624417535,64.33165852586,0.18653383716935762,3.0367836134203143,"{""type"":""Point"",""coordinates"":[77.5624713700053,13.040308830585705]}"
1327,18.12785682678225,30.628199660000007,0.17841274428349527,0.059016960886119865,-0.24117070757992254,65.54639981076248,0.14531490015360984,3.042692733145983,"{""type"":""Point"",""coordinates"":[77.68081544812945,13.019419330952367]}"
1328,18.17033729553225,27.254613919999997,0.5670880292415473,-0.1568303668673979,-0.5349444320131275,64.52942736293296,0.10217654171704958,3.0582498735863313,"{""type"":""Point"",""coordinates"":[77.63883926373379,13.079555225420059]}"
1329,18.079354222615564,31.86894092,0.40422058142651757,0.060525779498675304,-0.4981930686633908,65.82244784811813,0.41141732283464566,3.078370231760757,"{""type"":""Point"",""coordinates"":[77.72037531919376,13.149038064138878]}"
