Grid_ID,Latitude,Longitude,Area_Name,Neighbourhood,Suburb,Town,City,City_District,County,State_District,Postcode,Display_Name
8407_1446,12.99407114624506,77.50589345058627,Srigandada Kaval,,Srigandada Kaval,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,,"Srigandada Kaval, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8407_1447,13.00305425799497,77.50589345058627,Hegganahalli,,Hegganahalli,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,,"Hegganahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8407_1448,13.01203736974488,77.50589345058627,Shivapura,,Shivapura,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,,"Shivapura, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8407_1449,13.021020481494787,77.50589345058627,Shivapura,,Shivapura,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,,"Shivapura, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8407_1450,13.0300035932447,77.50589345058627,Nelagadaranahalli,,Nelagadaranahalli,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,,"Nelagadaranahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8407_1451,13.03898670499461,77.50589345058627,Chokkasandra,,Chokkasandra,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,,"Chokkasandra, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8407_1452,13.04796981674452,77.50589345058627,Manjunatha Nagar,,Manjunatha Nagar,,Bengaluru,Bengaluru North City Corporation,Bangalore North,Bengaluru Urban,,"Manjunatha Nagar, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8407_1453,13.05695292849443,77.50589345058627,Bagalagunte,,Bagalagunte,,Bengaluru,Bengaluru North City Corporation,Bangalore North,Bengaluru Urban,,"Bagalagunte, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8407_1454,13.06593604024434,77.50589345058627,Abbigere,,Abbigere,,Bengaluru,Bengaluru North City Corporation,Bangalore North,Bengaluru Urban,,"Abbigere, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8407_1455,13.074919151994251,77.50589345058627,Abbigere,,Abbigere,,Bengaluru,Bengaluru North City Corporation,Bangalore North,Bengaluru Urban,,"Abbigere, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8407_1456,13.08390226374416,77.50589345058627,Chikka Banavara,,Chikka Banavara,,,,Bangalore North,Bengaluru Urban,560107,"Chikka Banavara, Bangalore North, Bengaluru Urban, Karnataka, 560107, India"
8407_1457,13.09288537549407,77.50589345058627,Dr. Shivaram Karanth Layout,,Dr. Shivaram Karanth Layout,,,,Bangalore North,Bengaluru Urban,,"Sector 8, Dr. Shivaram Karanth Layout, Bangalore North, Bengaluru Urban, Karnataka, India"
8407_1458,13.101868487243982,77.50589345058627,Dr. Shivaram Karanth Layout,,Dr. Shivaram Karanth Layout,,,Kalathammanahalli,Yelahanka taluku,Bengaluru Urban,,"Sector 9, Dr. Shivaram Karanth Layout, Kalathammanahalli, Kasaghattapura, Yelahanka taluku, Bengaluru Urban, Karnataka, India"
8407_1459,13.110851598993891,77.50589345058627,Kasaghattapura,,,,,,Yelahanka taluku,Bengaluru Urban,560088,"Kasaghattapura, Yelahanka taluku, Bengaluru Urban, Karnataka, 560088, India"
8407_1460,13.119834710743802,77.50589345058627,Kasaghattapura,,,,,,Yelahanka taluku,Bengaluru Urban,560088,"Kasaghattapura, Yelahanka taluku, Bengaluru Urban, Karnataka, 560088, India"
8407_1461,13.128817822493712,77.50589345058627,Madhugirihalli,,,,,,Yelahanka taluku,Bengaluru Urban,560088,"Madhugirihalli, Yelahanka taluku, Bengaluru Urban, Karnataka, 560088, India"
8407_1462,13.13780093424362,77.50589345058627,Shivakote,,,,,,Yelahanka taluku,Bengaluru Urban,560088,"Shivakote, Yelahanka taluku, Bengaluru Urban, Karnataka, 560088, India"
8407_1463,13.146784045993533,77.50589345058627,Kalenahalli,,,,,Kalenahalli,Yelahanka taluku,Bengaluru Urban,,"Kalenahalli, Yelahanka taluku, Bengaluru Urban, Karnataka, India"
8408_1424,12.796442687747035,77.51511211171629,Kaggalipura,,,,,,Bangalore South,Bengaluru Urban,560116,"Kaggalipura, Bangalore South, Bengaluru Urban, Karnataka, 560116, India"
8408_1425,12.805425799496946,77.51511211171629,Kaggalipura,,,,,,Bangalore South,Bengaluru Urban,560116,"Kaggalipura, Bangalore South, Bengaluru Urban, Karnataka, 560116, India"
8408_1426,12.814408911246856,77.51511211171629,Udayapura,,,,,,Bangalore South,Bengaluru Urban,560116,"Udayapura, Bangalore South, Bengaluru Urban, Karnataka, 560116, India"
8408_1427,12.823392022996766,77.51511211171629,Vaddarapalya,,,,,,Bangalore South,Bengaluru Urban,560083,"Vaddarapalya, Bangalore South, Bengaluru Urban, Karnataka, 560083, India"
8408_1428,12.832375134746677,77.51511211171629,Vaddarapalya,,,,,,Bangalore South,Bengaluru Urban,560083,"Vaddarapalya, Bangalore South, Bengaluru Urban, Karnataka, 560083, India"
8408_1429,12.841358246496586,77.51511211171629,Agara,,,,,,Bangalore South,Bengaluru Urban,560062,"Agara, Bangalore South, Bengaluru Urban, Karnataka, 560062, India"
8408_1430,12.850341358246496,77.51511211171629,Vaddarapalya,,,,,,Bangalore South,Bengaluru Urban,560083,"Vaddarapalya, Bangalore South, Bengaluru Urban, Karnataka, 560083, India"
8408_1431,12.859324469996409,77.51511211171629,Vaddarapalya,,,,,,Bangalore South,Bengaluru Urban,560083,"Vaddarapalya, Bangalore South, Bengaluru Urban, Karnataka, 560083, India"
8408_1432,12.868307581746317,77.51511211171629,Talagattapura,,Talagattapura,,Bengaluru,Bengaluru South City Corporation,Bangalore South,Bengaluru Urban,,"Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
8408_1433,12.877290693496228,77.51511211171629,Talagattapura,,Talagattapura,,Bengaluru,Bengaluru South City Corporation,Bangalore South,Bengaluru Urban,,"Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
8408_1434,12.886273805246136,77.51511211171629,Talagattapura,,Talagattapura,,Bengaluru,Bengaluru South City Corporation,Bangalore South,Bengaluru Urban,,"Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
8408_1435,12.895256916996049,77.51511211171629,Bangarappa Nagara,,Bangarappa Nagara,,Bengaluru,Bengaluru West City Corporation,Bangalore South,Bengaluru Urban,560039,"Bangarappa Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560039, India"
8408_1436,12.904240028745958,77.51511211171629,Rajarajeshwari Nagara,,Rajarajeshwari Nagara,,Bengaluru,Bengaluru West City Corporation,Bangalore South,Bengaluru Urban,560098,"Rajarajeshwari Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560098, India"
8408_1437,12.913223140495868,77.51511211171629,Rajarajeshwari Nagara,,Rajarajeshwari Nagara,,Bengaluru,Bengaluru West City Corporation,Bangalore South,Bengaluru Urban,560098,"Rajarajeshwari Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560098, India"
8408_1438,12.922206252245775,77.51511211171629,Rajarajeshwari Nagara,,Rajarajeshwari Nagara,,Bengaluru,Bengaluru West City Corporation,Bangalore South,Bengaluru Urban,560098,"Rajarajeshwari Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560098, India"
8408_1439,12.931189363995689,77.51511211171629,Rajarajeshwari Nagara,,Rajarajeshwari Nagara,,Bengaluru,Bengaluru West City Corporation,Bangalore South,Bengaluru Urban,560098,"Rajarajeshwari Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560098, India"
8408_1440,12.940172475745598,77.51511211171629,Nagarbhavi,,Nagarbhavi,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,,"Nagarbhavi, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8408_1441,12.94915558749551,77.51511211171629,Nagarbhavi,,Nagarbhavi,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,,"Nagarbhavi, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8408_1442,12.95813869924542,77.51511211171629,Nagarbhavi,,Nagarbhavi,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,,"Nagarbhavi, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8408_1443,12.967121810995328,77.51511211171629,Vinayaka Layout,,Vinayaka Layout,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,560072,"Vinayaka Layout, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560072, India"
8408_1444,12.97610492274524,77.51511211171629,Kottegepalya,,Kottegepalya,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,,"Kottegepalya, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8408_1445,12.98508803449515,77.51511211171629,Kottegepalya,,Kottegepalya,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,,"Kottegepalya, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8408_1446,12.99407114624506,77.51511211171629,Kottegepalya,,Kottegepalya,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,,"Kottegepalya, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8408_1447,13.00305425799497,77.51511211171629,Hegganahalli,,Hegganahalli,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,,"Hegganahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8408_1448,13.01203736974488,77.51511211171629,Rajeshwarinagar,,Rajeshwarinagar,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,,"Rajeshwarinagar, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8408_1449,13.021020481494787,77.51511211171629,Parvathi Nagar,,Parvathi Nagar,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,560058,"Parvathi Nagar, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560058, India"
8408_1450,13.0300035932447,77.51511211171629,Nelagadaranahalli,,Nelagadaranahalli,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,,"Nelagadaranahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8408_1451,13.03898670499461,77.51511211171629,Chokkasandra,,Chokkasandra,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,,"Chokkasandra, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8408_1452,13.04796981674452,77.51511211171629,Dasarahalli,,Dasarahalli,,Bengaluru,Bengaluru North City Corporation,Bangalore North,Bengaluru Urban,,"Dasarahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8408_1453,13.05695292849443,77.51511211171629,Mallasandra,,Mallasandra,,Bengaluru,Bengaluru North City Corporation,Bangalore North,Bengaluru Urban,,"Mallasandra, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8408_1454,13.06593604024434,77.51511211171629,Shettihalli,,Shettihalli,,Bengaluru,Bengaluru North City Corporation,Bangalore North,Bengaluru Urban,560015,"Shettihalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560015, India"
8408_1455,13.074919151994251,77.51511211171629,Abbigere,,Abbigere,,Bengaluru,Bengaluru North City Corporation,Bangalore North,Bengaluru Urban,,"Abbigere, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8408_1456,13.08390226374416,77.51511211171629,Dr. Shivaram Karanth Layout,,Dr. Shivaram Karanth Layout,,Bengaluru,Bengaluru North City Corporation,Bangalore North,Bengaluru Urban,560090,"Sector 7, Dr. Shivaram Karanth Layout, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560090, India"
8408_1457,13.09288537549407,77.51511211171629,Dr. Shivaram Karanth Layout,,Dr. Shivaram Karanth Layout,,,,Bangalore North,Bengaluru Urban,,"Sector 8, Dr. Shivaram Karanth Layout, Bangalore North, Bengaluru Urban, Karnataka, India"
8408_1458,13.101868487243982,77.51511211171629,Dr. Shivaram Karanth Layout,,Dr. Shivaram Karanth Layout,,,Kalathammanahalli,Yelahanka taluku,Bengaluru Urban,,"Sector 9, Dr. Shivaram Karanth Layout, Kalathammanahalli, Kasaghattapura, Yelahanka taluku, Bengaluru Urban, Karnataka, India"
8408_1459,13.110851598993891,77.51511211171629,Dr. Shivaram Karanth Layout,,Dr. Shivaram Karanth Layout,,,Byalakere,Yelahanka taluku,Bengaluru Urban,,"Sector 5, Dr. Shivaram Karanth Layout, Byalakere, Kasaghattapura, Yelahanka taluku, Bengaluru Urban, Karnataka, India"
8408_1460,13.119834710743802,77.51511211171629,Kondashettihalli,,,,,Kondashettihalli,Yelahanka taluku,Bengaluru Urban,,"Kondashettihalli, Yelahanka taluku, Bengaluru Urban, Karnataka, India"
8408_1461,13.128817822493712,77.51511211171629,Kondashettihalli,,,,,Kondashettihalli,Yelahanka taluku,Bengaluru Urban,,"Kondashettihalli, Yelahanka taluku, Bengaluru Urban, Karnataka, India"
8408_1462,13.13780093424362,77.51511211171629,Shivakote,,,,,,Yelahanka taluku,Bengaluru Urban,560088,"Shivakote, Yelahanka taluku, Bengaluru Urban, Karnataka, 560088, India"
8408_1463,13.146784045993533,77.51511211171629,Shivakote,,,,,,Yelahanka taluku,Bengaluru Urban,560088,"Shivakote, Yelahanka taluku, Bengaluru Urban, Karnataka, 560088, India"
8409_1424,12.796442687747035,77.5243307728463,Gulakamale,,,,,Gulakamale,Bangalore South,Bengaluru Urban,,"Gulakamale, Bangalore South, Bengaluru Urban, Karnataka, India"
8409_1425,12.805425799496946,77.5243307728463,Gulakamale,,,,,Gulakamale,Bangalore South,Bengaluru Urban,,"Gulakamale, Bangalore South, Bengaluru Urban, Karnataka, India"
8409_1426,12.814408911246856,77.5243307728463,Vaddarapalya,,,,,,Bangalore South,Bengaluru Urban,560083,"Vaddarapalya, Bangalore South, Bengaluru Urban, Karnataka, 560083, India"
8409_1427,12.823392022996766,77.5243307728463,Vaddarapalya,,,,,,Bangalore South,Bengaluru Urban,560083,"Vaddarapalya, Bangalore South, Bengaluru Urban, Karnataka, 560083, India"
8409_1428,12.832375134746677,77.5243307728463,Vaddarapalya,,,,,,Bangalore South,Bengaluru Urban,560083,"Vaddarapalya, Bangalore South, Bengaluru Urban, Karnataka, 560083, India"
8409_1429,12.841358246496586,77.5243307728463,Talagattapura,,Talagattapura,,Bengaluru,Bengaluru South City Corporation,Bangalore South,Bengaluru Urban,,"Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
8409_1430,12.850341358246496,77.5243307728463,Talagattapura,,Talagattapura,,Bengaluru,Bengaluru South City Corporation,Bangalore South,Bengaluru Urban,,"Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
8409_1431,12.859324469996409,77.5243307728463,Talagattapura,,Talagattapura,,Bengaluru,Bengaluru South City Corporation,Bangalore South,Bengaluru Urban,,"Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
8409_1432,12.868307581746317,77.5243307728463,Talagattapura,,Talagattapura,,Bengaluru,Bengaluru South City Corporation,Bangalore South,Bengaluru Urban,,"Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
8409_1433,12.877290693496228,77.5243307728463,Talagattapura,,Talagattapura,,Bengaluru,Bengaluru South City Corporation,Bangalore South,Bengaluru Urban,,"Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
8409_1434,12.886273805246136,77.5243307728463,Subramanyapura,,Subramanyapura,,Bengaluru,Bengaluru South City Corporation,Bangalore South,Bengaluru Urban,560061,"Subramanyapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560061, India"
8409_1435,12.895256916996049,77.5243307728463,Subramanyapura,,Subramanyapura,,Bengaluru,Bengaluru South City Corporation,Bangalore South,Bengaluru Urban,560061,"Subramanyapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560061, India"
8409_1436,12.904240028745958,77.5243307728463,Bangarappa Nagara,,Bangarappa Nagara,,Bengaluru,Bengaluru West City Corporation,Bangalore South,Bengaluru Urban,560039,"Bangarappa Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560039, India"
8409_1437,12.913223140495868,77.5243307728463,Bangarappa Nagara,,Bangarappa Nagara,,Bengaluru,Bengaluru West City Corporation,Bangalore South,Bengaluru Urban,560039,"Bangarappa Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560039, India"
8409_1438,12.922206252245775,77.5243307728463,Bangarappa Nagara,,Bangarappa Nagara,,Bengaluru,Bengaluru West City Corporation,Bangalore South,Bengaluru Urban,560039,"Bangarappa Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560039, India"
8409_1439,12.931189363995689,77.5243307728463,Bangarappa Nagara,,Bangarappa Nagara,,Bengaluru,Bengaluru West City Corporation,Bangalore South,Bengaluru Urban,560039,"Bangarappa Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560039, India"
8409_1440,12.940172475745598,77.5243307728463,Bangarappa Nagara,,Bangarappa Nagara,,Bengaluru,Bengaluru West City Corporation,Bangalore South,Bengaluru Urban,560039,"Bangarappa Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560039, India"
8409_1441,12.94915558749551,77.5243307728463,Nayanda Halli,,Nayanda Halli,,Bengaluru,Bengaluru West City Corporation,Bangalore South,Bengaluru Urban,,"Nayanda Halli, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
8409_1442,12.95813869924542,77.5243307728463,Chandra Layout,,Chandra Layout,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,,"Chandra Layout, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8409_1443,12.967121810995328,77.5243307728463,Anubhava Nagara,,Anubhava Nagara,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,,"Anubhava Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8409_1444,12.97610492274524,77.5243307728463,Marenahalli West,,Marenahalli West,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,,"Marenahalli West, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8409_1445,12.98508803449515,77.5243307728463,Kaveripura,,Kaveripura,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,,"Kaveripura, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8409_1446,12.99407114624506,77.5243307728463,Kamalanagara,,Kamalanagara,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,,"Kamalanagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8409_1447,13.00305425799497,77.5243307728463,Kempegowda Layout,,Kempegowda Layout,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,,"Kempegowda Layout, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8409_1448,13.01203736974488,77.5243307728463,Laggere,,Laggere,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,,"Laggere, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8409_1449,13.021020481494787,77.5243307728463,Parvathi Nagar,,Parvathi Nagar,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,560058,"Parvathi Nagar, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560058, India"
8409_1450,13.0300035932447,77.5243307728463,Peenya,,Peenya,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,,"Peenya, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8409_1451,13.03898670499461,77.5243307728463,Peenya,,Peenya,,Bengaluru,Bengaluru West City Corporation,Bangalore North,Bengaluru Urban,,"Peenya, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8409_1452,13.04796981674452,77.5243307728463,Jalahalli,,Jalahalli,,Bengaluru,Bengaluru North City Corporation,Bangalore North,Bengaluru Urban,,"Jalahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8409_1453,13.05695292849443,77.5243307728463,Shettihalli,,Shettihalli,,Bengaluru,Bengaluru North City Corporation,Bangalore North,Bengaluru Urban,560015,"Shettihalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560015, India"
8409_1454,13.06593604024434,77.5243307728463,Shettihalli,,Shettihalli,,Bengaluru,Bengaluru North City Corporation,Bangalore North,Bengaluru Urban,560015,"Shettihalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560015, India"
8409_1455,13.074919151994251,77.5243307728463,Abbigere,,Abbigere,,Bengaluru,Bengaluru North City Corporation,Bangalore North,Bengaluru Urban,,"Abbigere, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
8409_1456,13.08390226374416,77.5243307728463,Dr. Shivaram Karanth Layout,,Dr. Shivaram Karanth Layout,,Bengaluru,Bengaluru North City Corporation,Bangalore North,Bengaluru Urban,560090,"Sector 7, Dr. Shivaram Karanth Layout, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560090, India"
8409_1457,13.09288537549407,77.5243307728463,Dr. Shivaram Karanth Layout,,Dr. Shivaram Karanth Layout,,Bengaluru,Bengaluru North City Corporation,Bangalore North,Bengaluru Urban,560090,"Sector 7, Dr. Shivaram Karanth Layout, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560090, India"
8409_1458,13.101868487243982,77.5243307728463,Dr. Shivaram Karanth Layout,,Dr. Shivaram Karanth Layout,,,Modi Agrahara,Yelahanka taluku,Bengaluru Urban,,"Sector 6, Dr. Shivaram Karanth Layout, Modi Agrahara, Yelahanka taluku, Bengaluru Urban, Karnataka, India"
8409_1459,13.110851598993891,77.5243307728463,Dr. Shivaram Karanth Layout,,Dr. Shivaram Karanth Layout,,,Byalakere,Yelahanka taluku,Bengaluru Urban,,"Sector 5, Dr. Shivaram Karanth Layout, Byalakere, Kasaghattapura, Yelahanka taluku, Bengaluru Urban, Karnataka, India"
8409_1460,13.119834710743802,77.5243307728463,Mavallipura,,,,,Byalakere,Yelahanka taluku,Bengaluru Urban,560088,"Chikka Byalakere, Byalakere, Mavallipura, Yelahanka taluku, Bengaluru Urban, Karnataka, 560088, India"
8409_1461,13.128817822493712,77.5243307728463,Mavallipura,,,,,,Yelahanka taluku,Bengaluru Urban,560088,"Mavallipura, Yelahanka taluku, Bengaluru Urban, Karnataka, 560088, India"
8409_1462,13.13780093424362,77.5243307728463,Muttugadahalli,,,,,,Yelahanka taluku,Bengaluru Urban,560089,"Muttugadahalli, Yelahanka taluku, Bengaluru Urban, Karnataka, 560089, India"
8409_1463,13.146784045993533,77.5243307728463,Muttugadahalli,,,,,,Yelahanka taluku,Bengaluru Urban,560089,"Muttugadahalli, Yelahanka taluku, Bengaluru Urban, Karnataka, 560089, India"
8410_1424,12.796442687747035,77.53354943397632,Gulakamale,,,,,Gulakamale,Bangalore South,Bengaluru Urban,,"Gulakamale, Bangalore South, Bengaluru Urban, Karnataka, India"
8410_1425,12.805425799496946,77.53354943397632,Gulakamale,,,,,Gulakamale,Bangalore South,Bengaluru Urban,,"Gulakamale, Bangalore South, Bengaluru Urban, Karnataka, India"
8410_1426,12.814408911246856,77.53354943397632,Gulakamale,,,,,Gulakamale,Bangalore South,Bengaluru Urban,,"Gulakamale, Bangalore South, Bengaluru Urban, Karnataka, India"
8410_1427,12.823392022996766,77.53354943397632,Vaddarapalya,,,,,,Bangalore South,Bengaluru Urban,560083,"Vaddarapalya, Bangalore South, Bengaluru Urban, Karnataka, 560083, India"
8410_1428,12.832375134746677,77.53354943397632,Vaddarapalya,,,,,,Bangalore South,Bengaluru Urban,560083,"Vaddarapalya, Bangalore South, Bengaluru Urban, Karnataka, 560083, India"
8410_1429,12.841358246496586,77.53354943397632,Talagattapura,,Talagattapura,,Bengaluru,Bengaluru South City Corporation,Bangalore South,Bengaluru Urban,,"Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
8410_1430,12.850341358246496,77.53354943397632,Talagattapura,,Talagattapura,,Bengaluru,Bengaluru South City Corporation,Bangalore South,Bengaluru Urban,,"Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
8410_1431,12.859324469996409,77.53354943397632,Talagattapura,,Talagattapura,,Bengaluru,Bengaluru South City Corporation,Bangalore South,Bengaluru Urban,,"Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
8410_1432,12.868307581746317,77.53354943397632,Talagattapura,,Talagattapura,,Bengaluru,Bengaluru South City Corporation,Bangalore South,Bengaluru Urban,,"Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
8410_1433,12.877290693496228,77.53354943397632,Talagattapura,,Talagattapura,,Bengaluru,Bengaluru South City Corporation,Bangalore South,Bengaluru Urban,,"Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, India"
8410_1434,12.886273805246136,77.53354943397632,Subramanyapura,,Subramanyapura,,Bengaluru,Bengaluru South City Corporation,Bangalore South,Bengaluru Urban,560061,"Subramanyapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560061, India"
8410_1435,12.895256916996049,77.53354943397632,Subramanyapura,,Subramanyapura,,Bengaluru,Bengaluru South City Corporation,Bangalore South,Bengaluru Urban,560061,"Subramanyapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560061, India"
