Grid_ID,Latitude,Longitude,Area_Name,Neighbourhood,Suburb,Town,City,City_District,County,State_District,Postcode,Display_Name
8402_1450,13.0300035932447,77.45980014493621,Machohalli,,,,,,Bangalore North,Bengaluru Urban,560091,"Vaddarahalli, Machohalli, Bangalore North, Bengaluru Urban, Karnataka, 560091, India"
8402_1451,13.03898670499461,77.45980014493621,Lakshmipura,,,,,,Bangalore North,Bengaluru Urban,562162,"Lakshmipura, Bangalore North, Bengaluru Urban, Karnataka, 562162, India"
8402_1452,13.04796981674452,77.45980014493621,Dombarahalli,,,,,,Bangalore North,Bengaluru Urban,562162,"Dombarahalli, Bangalore North, Bengaluru Urban, Karnataka, 562162, India"
8402_1453,13.05695292849443,77.45980014493621,Madanayakanahalli,,,,,,Bangalore North,Bengaluru Urban,562162,"Madanayakanahalli, Bangalore North, Bengaluru Urban, Karnataka, 562162, India"
8402_1454,13.06593604024434,77.45980014493621,Madanayakanahalli,,,,,,Bangalore North,Bengaluru Urban,562162,"Madanayakanahalli, Bangalore North, Bengaluru Urban, Karnataka, 562162, India"
8402_1455,13.074919151994251,77.45980014493621,Heggadadevanapura,,,,,,Bangalore North,Bengaluru Urban,562162,"Heggadadevanapura, Bangalore North, Bengaluru Urban, Karnataka, 562162, India"
8402_1456,13.08390226374416,77.45980014493621,Mattahalli,,,,,,Bangalore North,Bengaluru Urban,562123,"Vaderahalli, Mattahalli, Bangalore North, Bengaluru Urban, Karnataka, 562123, India"
8402_1457,13.09288537549407,77.45980014493621,Mattahalli,,,,,,Bangalore North,Bengaluru Urban,562123,"Vaderahalli, Mattahalli, Bangalore North, Bengaluru Urban, Karnataka, 562123, India"
8402_1458,13.101868487243982,77.45980014493621,Mattahalli,,,,,,Bangalore North,Bengaluru Urban,562123,"Vaderahalli, Mattahalli, Bangalore North, Bengaluru Urban, Karnataka, 562123, India"
8402_1459,13.110851598993891,77.45980014493621,Mattahalli,,,,,,Bangalore North,Bengaluru Urban,562123,"Vaderahalli, Mattahalli, Bangalore North, Bengaluru Urban, Karnataka, 562123, India"
