Date,Samples,V3_MAE,V3_RMSE,V3_R2,V3_Bias,V4_MAE,V4_RMSE,V4_R2,V4_Bias
2026-01-27,748,2.012624240093182,2.5760362097436187,-0.11745130738535936,0.5748414383659082,2.0197009123568166,2.5725783862928413,-0.11445340229066958,0.623922377747725
2026-02-12,740,1.803406636171218,2.178345878993286,0.2381302170156373,1.161094858191504,1.5058415978951367,1.851819034461336,0.44941527327475117,0.5693132172186637
2026-02-28,744,2.082883525147983,2.621059093008116,0.03421523763119072,-1.7453941567536262,2.1170053339729846,2.6400472209963652,0.020171395059019104,-1.8302874367996012
2026-03-16,647,2.6539799519378624,3.2172028096659457,-0.5633230355162198,-2.2056442381863945,2.8858377991117408,3.514245897416711,-0.8653320041468178,-2.4631141491973665
2026-04-01,459,2.0507950215999964,2.589761166576579,0.20835519249646284,-1.6167763313333197,1.997686623633329,2.538788116837705,0.2392116518032943,-1.6135766848333262
2026-04-17,363,4.783962390996695,5.6108490188790725,-1.389814684140077,4.72000822366612,4.81736162521488,5.626058715742128,-1.4027887002724277,4.7690366603553755
2026-05-03,731,2.4897249980790725,3.1726123222894773,0.2054989417641535,0.8985204473441897,2.481344466593027,3.1433287925052493,0.22009790327469558,0.9720713982767464
