Albedo,Built_Probability,Center_Latitude,Center_Longitude,Distance_To_Water,Elevation,Grid_ID,Grid_X,Grid_Y,Historical_Samples,Historical_Unique_Dates,L_NDVI,NDBI,NDWI,Observation_Support,S2_NDVI,Tree_Probability,date,Landsat_Acquisition_Time,sentinel_date
0.14158538972485957,0.3363188408659569,12.796442687747035,77.64417336753648,3381.037175272253,904.5175813505141,8422_1424,8422,1424,0,0,0.4027864232501307,0.01635003960270674,-0.4829362132209337,Prediction Only,0.3812281073314356,0.18719987704190014,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.14001431383578175,0.5898610554581214,12.796442687747035,77.65339202866649,3785.133423750627,905.3509041216312,8423_1424,8423,1424,0,0,0.329728580816907,0.02033607058308917,-0.4032097212240929,Prediction Only,0.29088249295370605,0.05594866927958526,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.15631770991352287,0.6717819487885269,12.796442687747035,77.66261068979651,1468.3850928987792,911.0787204559068,8424_1424,8424,1424,0,0,0.25506728773498477,0.03816209181984752,-0.3120646683739558,Prediction Only,0.2167849664122547,0.03824307232219507,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.14441968728744162,0.4413185853077012,12.796442687747035,77.67182935092652,3038.9553352624207,910.587463365712,8425_1424,8425,1424,0,0,0.3579424563762857,0.051537543356742946,-0.45592063014346274,Prediction Only,0.3445383104743831,0.13122093584047023,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.13588271456607684,0.5583286561887149,12.796442687747035,77.68104801205654,6124.880176051555,894.4224032831974,8426_1424,8426,1424,0,0,0.3640456758253757,0.02033436584958307,-0.44750871294900224,Prediction Only,0.34507772569913575,0.08601913330800022,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.14117466355192465,0.5463795646515418,12.796442687747035,77.69026667318654,8529.634838511063,888.9684397804075,8427_1424,8427,1424,0,0,0.34626966178321633,0.02667262097828883,-0.4285600032877592,Prediction Only,0.3229366919020937,0.08711213160082354,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.13606610222641313,0.6251005724920842,12.796442687747035,77.69948533431655,9828.583244149651,887.1716498316499,8428_1424,8428,1424,2,2,0.3366699783236646,0.0025325291506073377,-0.4056799831466587,Limited,0.301438478164087,0.07137486970598816,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.13187431675345446,0.7083376411937228,12.796442687747035,77.70870399544657,10317.213342524936,894.0764460100714,8429_1424,8429,1424,1,1,0.2698936101606337,0.028427449192184564,-0.3508140618296192,Limited,0.22485705454091684,0.040688225413698424,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.12678196782014414,0.4794578479346477,12.796442687747035,77.71792265657658,8757.22271029012,892.8497879171227,8430_1424,8430,1424,0,0,0.36569764170176783,-0.018243992541806333,-0.42930590968759635,Prediction Only,0.33920258951212356,0.10420047305042722,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.13274365946501032,0.482753585437928,12.796442687747035,77.7271413177066,8113.333254146759,892.7182641913271,8431_1424,8431,1424,0,0,0.37644253671891603,-0.03315857881158058,-0.43068418511159506,Prediction Only,0.35170968160066196,0.08114684942285587,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.14521744792509098,0.42774593972597535,12.796442687747035,77.7363599788366,8646.244594298876,899.3248336989534,8432_1424,8432,1424,0,0,0.3609408381396903,0.038591631801017365,-0.44477906636727255,Prediction Only,0.3297251973443858,0.1079379858674991,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.13162607808815507,0.3432400717173832,12.796442687747035,77.74557863996662,10223.803563700103,889.9002523373099,8433_1424,8433,1424,3,2,0.39455124409127257,0.002349755745963574,-0.45693275909267544,Limited,0.37023758475811686,0.11281829078195756,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.1285646179805749,0.10037240670407895,12.805425799496946,77.4505814838062,7018.755383167377,728.606466642083,8401_1425,8401,1425,3,3,0.4997857669356945,-0.0072245059153061815,-0.5563653965584969,Moderate,0.47614322225018085,0.309153065562393,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.12518771401342116,0.06380157031402722,12.805425799496946,77.45980014493621,5055.840306995056,773.0226513695767,8402_1425,8402,1425,3,3,0.4032303950798979,0.09600994072682296,-0.5054250376885501,Moderate,0.3662915175758137,0.3243071784816865,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.12955379373103967,0.07308537138947468,12.805425799496946,77.46901880606623,4819.808135826687,788.8025791997953,8403_1425,8403,1425,6,5,0.4295297914827298,0.05402960852506772,-0.5276982796299831,High,0.4092137613624487,0.3084445175674556,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.1297843345110574,0.07844595065494793,12.805425799496946,77.47823746719624,6480.542680927154,793.130041981053,8404_1425,8404,1425,7,3,0.4414215224869168,0.06294940142974895,-0.5349773303941547,Moderate,0.4209713973962417,0.3270781744874854,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.13795414109398946,0.10803859327348886,12.805425799496946,77.48745612832626,8573.13259722811,775.9756912932511,8405_1425,8405,1425,2,2,0.424008473776809,0.0683198787262976,-0.5141330761238916,Limited,0.3966445696477916,0.2943235182837567,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.14639327600147453,0.34171106074574353,12.805425799496946,77.49667478945626,8004.685097948349,772.3324517210932,8406_1425,8406,1425,3,3,0.40322880727630134,0.06502956888481437,-0.4927621244103977,Moderate,0.3680005696765503,0.15437008899447238,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.13970016832355237,0.5130697181685865,12.805425799496946,77.50589345058627,7087.3131640939155,754.4274801042214,8407_1425,8407,1425,2,2,0.38499035547357685,0.0382876236806999,-0.45559953449348406,Limited,0.34929073009253186,0.10576827256031114,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.12815437849070008,0.29291788721297213,12.805425799496946,77.51511211171629,4353.986586174587,742.4850380077149,8408_1425,8408,1425,4,3,0.523127247813613,-0.061075608098206176,-0.5482181956461863,Moderate,0.5095651935153251,0.31356499930725895,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.12121793298296203,0.21077158709266866,12.805425799496946,77.5243307728463,1379.2240109331983,750.6205212188223,8409_1425,8409,1425,2,2,0.4804622662443366,-0.05541074202514247,-0.5138691020004239,Limited,0.43825278341584273,0.22414892603235573,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.10812852568140265,0.07320001191379667,12.805425799496946,77.53354943397632,1113.856022890954,766.054329293582,8410_1425,8410,1425,5,4,0.49691197546518406,-0.08760046617527213,-0.5200447540129196,Moderate,0.45560125708256105,0.30930695938680564,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.11842645706305589,0.08751424016403471,12.805425799496946,77.54276809510633,3164.047956532499,808.7954326275353,8411_1425,8411,1425,1,1,0.4352157937282854,0.0461107894427501,-0.5118713226420214,Limited,0.4053091250483451,0.39341629381378906,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.14650066062595457,0.22804945730527812,12.805425799496946,77.55198675623635,3798.0656145286766,860.8052876521022,8412_1425,8412,1425,7,5,0.3959907885525104,0.06412056252922096,-0.4899860837148685,High,0.3728802220973407,0.2478913221177828,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.11953619434909794,0.11631653375663087,12.805425799496946,77.56120541736635,3176.2320118173343,901.9385084361272,8413_1425,8413,1425,1,1,0.472037189336322,0.0026036968121537314,-0.5142396067422323,Limited,0.4547257016585115,0.43427549068891835,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.11450526778616306,0.05104821915677597,12.805425799496946,77.57042407849637,3888.910165880061,948.2191873100979,8414_1425,8414,1425,4,3,0.5104831924935999,-0.004874301391760966,-0.5327870617123736,Moderate,0.5058324076963506,0.5037422893038191,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.13980008213984937,0.51093393104288,12.805425799496946,77.57964273962638,6415.814209761588,929.0902604744458,8415_1425,8415,1425,1,1,0.4345206257324547,-0.0437655061975994,-0.47395233839208784,Limited,0.4134143063556486,0.10340774752116154,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.14830883451146817,0.5333149308368073,12.805425799496946,77.5888614007564,7612.283502488271,925.7509986495638,8416_1425,8416,1425,3,1,0.39631747603478773,-0.0038885422733464354,-0.45183609383551515,Limited,0.37144102245798377,0.11769159607321611,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.15007340075345418,0.5287886565666434,12.805425799496946,77.5980800618864,4677.280228434751,917.8145613892048,8417_1425,8417,1425,0,0,0.31034445815936856,0.009997433647419085,-0.364724651937505,Prediction Only,0.27505651292077243,0.06906750601248263,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.13615914324619607,0.5096278392382294,12.805425799496946,77.60729872301643,2047.6621834249163,916.2722797367356,8418_1425,8418,1425,6,5,0.3611094538800999,0.01886845665755813,-0.42721050047254794,High,0.3322518985846492,0.10099473384474239,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.14089139083638472,0.32745288733693584,12.805425799496946,77.61651738414643,1975.8157472817013,905.70827913505,8419_1425,8419,1425,2,2,0.380077312619619,0.017466180886651146,-0.44879434078812724,Limited,0.35783097476902387,0.1569929710573608,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.14950497715979746,0.5784112684944571,12.805425799496946,77.62573604527645,4177.52781135566,905.2888569027936,8420_1425,8420,1425,4,3,0.36403270774379154,0.015389875043157966,-0.4332768842551864,Moderate,0.3322438586827966,0.07994863501317875,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.14484434531420637,0.30110439833790187,12.805425799496946,77.63495470640646,3789.94626192841,902.0713381981329,8421_1425,8421,1425,6,5,0.39978954516469234,0.02518314484661726,-0.47838394161748926,High,0.38089445299256625,0.18688814870594023,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.1358439510814829,0.2190434330501704,12.805425799496946,77.64417336753648,5008.578608105221,913.275206271798,8422_1425,8422,1425,2,2,0.4002318764373466,0.05761222490704864,-0.4872816175746748,Limited,0.3907484279308784,0.2655501794162471,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.1349889456914934,0.4267521801388422,12.805425799496946,77.65339202866649,5666.3088829608,915.4109582729342,8423_1425,8423,1425,2,2,0.36093458635783554,0.006966084580126596,-0.42928933825498355,Limited,0.34285104273043276,0.09783583922080157,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.1397906382600732,0.7151634440056613,12.805425799496946,77.66261068979651,4481.414892882266,917.0194461084732,8424_1425,8424,1425,2,2,0.25672221047133453,0.052251591352502895,-0.34985787008980684,Limited,0.21996192211214396,0.03425023577052628,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.13781857673494136,0.6141345602884283,12.805425799496946,77.67182935092652,5235.457033212977,906.6568908200389,8425_1425,8425,1425,3,3,0.31977196253951695,0.03779144359564091,-0.3950166759513975,Moderate,0.3100707113419763,0.07821106665913026,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.13856872973355708,0.642603357914753,12.805425799496946,77.68104801205654,6974.968571479501,905.0859217726627,8426_1425,8426,1425,2,2,0.29172844151822974,0.0460102502375825,-0.3743349674224475,Limited,0.27139522848496145,0.05859388691070366,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.1325750839323871,0.5754802573237696,12.805425799496946,77.69026667318654,7066.338400936939,892.080839723871,8427_1425,8427,1425,0,0,0.29110781516923734,0.025631700798190115,-0.37197182565664666,Prediction Only,0.2640854365793911,0.05400089343335272,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.13361784946633926,0.5917060995029123,12.805425799496946,77.69948533431655,7126.301082907587,882.065411417757,8428_1425,8428,1425,4,4,0.32132159678716854,0.010021635106395872,-0.377021161228444,Moderate,0.2801199675103605,0.08529316843449045,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.13025985319662695,0.43567587567569577,12.805425799496946,77.70870399544657,7745.86678869983,881.015371310905,8429_1425,8429,1425,2,2,0.38041588610999605,-0.034333729869449776,-0.42835051404437025,Limited,0.34271672856287616,0.18381275951929393,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.1312753092776765,0.39685100008441465,12.805425799496946,77.71792265657658,5840.306281177062,882.5628904630443,8430_1425,8430,1425,2,1,0.369861615056398,0.032822536704103754,-0.44465607289165215,Limited,0.33300585153070567,0.1068940214555926,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.13214376166973793,0.3350766597850921,12.805425799496946,77.7271413177066,4825.162353948275,896.0679512214138,8431_1425,8431,1425,2,1,0.3867198274675875,0.046668052818965834,-0.47976630642443935,Limited,0.3547918883428547,0.15880258969610556,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.1404420279517145,0.502254604090811,12.805425799496946,77.7363599788366,5654.265650091503,898.7125052270487,8432_1425,8432,1425,2,1,0.36754744946243884,0.044218080216057463,-0.4567896914264467,Limited,0.32566571948693795,0.09151571527459167,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.14312763630233108,0.49797599621016503,12.805425799496946,77.74557863996662,7640.23571307286,891.0560500931985,8433_1425,8433,1425,2,2,0.3737139438529812,0.027165188633908835,-0.46156253211009735,Limited,0.33178538560682785,0.09833289247601609,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.13611021313801608,0.16554365736230642,12.814408911246856,77.4505814838062,5598.547150741541,727.553315275582,8401_1426,8401,1426,2,2,0.47408423188219806,0.01935723913658326,-0.5416362866244153,Limited,0.4432589568429304,0.2579305311309615,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.1369879167153034,0.20007274759721358,12.814408911246856,77.45980014493621,2626.221373846377,755.746343383342,8402_1426,8402,1426,6,4,0.4109401826539907,0.06559121980836745,-0.5053492461594353,Moderate,0.37749280808758856,0.2196103869238882,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.12917301394440753,0.04723298969261433,12.814408911246856,77.46901880606623,2062.719423638367,763.2222143444603,8403_1426,8403,1426,3,3,0.3676444277366864,0.09490106786894191,-0.4788391525874101,Moderate,0.3307554357379,0.3015251680503752,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.12002621780397749,0.11900369822426357,12.814408911246856,77.47823746719624,4791.874594592829,793.5088453996478,8404_1426,8404,1426,2,2,0.44994789445644123,0.04550853260836373,-0.5253929725165948,Limited,0.43414879155582325,0.31991669942984235,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.13657814250202094,0.25305311905639655,12.814408911246856,77.48745612832626,7037.103185987357,792.8011677455505,8405_1426,8405,1426,5,3,0.43583967751975466,0.047929416457791994,-0.5184979393217941,Moderate,0.4065312565370241,0.22196041216212142,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.145397848286503,0.39867648191585,12.814408911246856,77.49667478945626,5282.913640596928,787.227445168519,8406_1426,8406,1426,4,4,0.3854395233899248,0.056113654923398835,-0.4716506116012182,Moderate,0.35364476674570805,0.14353807722022124,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.14182073961200517,0.48514026992696846,12.814408911246856,77.50589345058627,4350.940301076437,761.666383051137,8407_1426,8407,1426,1,1,0.37768617501125823,0.017964558635079078,-0.44433546867638374,Limited,0.34663806758768734,0.11084343813530885,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.1261519438237927,0.4327735821162559,12.814408911246856,77.51511211171629,4399.58779796818,758.2279725336862,8408_1426,8408,1426,6,4,0.3990396544954069,0.02811979284883921,-0.45933888813806917,Moderate,0.3792402010754571,0.16923169831920923,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.14683317363890505,0.16640870798659751,12.814408911246856,77.5243307728463,2578.7073365072556,753.4415187055041,8409_1426,8409,1426,3,3,0.5330750362776121,-0.05841794935074227,-0.5680271125718435,Moderate,0.5122799143467315,0.22878354656871946,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.1174753269564959,0.06903740087251145,12.814408911246856,77.53354943397632,2897.3460375085483,776.2802088724729,8410_1426,8410,1426,4,3,0.47954556411431615,0.03358702583317543,-0.5399706773779658,Moderate,0.4585171290619434,0.40745188726272,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.13025811799123058,0.050294248010582396,12.814408911246856,77.54276809510633,2623.790999372766,813.9485919512738,8411_1426,8411,1426,6,5,0.44595039532164316,0.06459174458956199,-0.523435308358053,High,0.42907332866680714,0.3866882994456422,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.13968425545816104,0.322450960858722,12.814408911246856,77.55198675623635,1701.0750139578197,836.1330102869131,8412_1426,8412,1426,2,2,0.3950426071804695,0.024000757337034728,-0.4770286106237334,Limited,0.38260990806167805,0.20967802491378026,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.1305324130092346,0.15322382217021205,12.814408911246856,77.56120541736635,4313.406294270539,862.9602942219084,8413_1426,8413,1426,5,5,0.489906024772639,-0.025079681175912028,-0.5290171152998574,High,0.5134005213359836,0.4380290798007025,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.1085581711104898,0.11697345506388201,12.814408911246856,77.57042407849637,5868.369960315199,930.3279146531286,8414_1426,8414,1426,1,1,0.49185391543255563,-0.00550651954436967,-0.5263772215339152,Limited,0.4983435896594244,0.46489814721844247,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.13599311724627364,0.582144316543834,12.814408911246856,77.57964273962638,6397.651377210394,942.9031421128174,8415_1426,8415,1426,1,1,0.3188612620960229,0.049698394263929344,-0.38595885601107593,Limited,0.27967512805304634,0.07151901450686694,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.15080562896180932,0.6168461700321293,12.814408911246856,77.5888614007564,7102.489652634479,938.0207330473925,8416_1426,8416,1426,4,3,0.3483210211917058,0.0212580762106515,-0.4226865188588398,Moderate,0.30999585747204694,0.06732462862075357,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.15036653771196973,0.30361473054353955,12.814408911246856,77.5980800618864,5073.206167797801,921.6626144666737,8417_1426,8417,1426,2,2,0.38604322954874454,-0.008433311784299288,-0.44792015072765756,Limited,0.36127457399508467,0.12991573087727687,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.1483464474413402,0.4136119283508203,12.814408911246856,77.60729872301643,2779.541374910445,920.6634459976748,8418_1426,8418,1426,4,3,0.4071112767529062,0.002863732731236071,-0.4794952001946832,Moderate,0.39371434111045533,0.16154444618712394,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.13901309647779728,0.2883531638325739,12.814408911246856,77.61651738414643,2138.505887859894,911.5995016322794,8419_1426,8419,1426,2,2,0.38472516730181894,0.03216038027733653,-0.4597293121910304,Limited,0.36694922097457694,0.1513031397828154,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.15164782990779113,0.4763067232087674,12.814408911246856,77.62573604527645,4397.240190156874,915.4880427886347,8420_1426,8420,1426,7,4,0.32913111668801404,0.04566499874751331,-0.41147678975423857,Moderate,0.29706035366355543,0.09849342491940277,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.1306327900917598,0.37562316317385336,12.814408911246856,77.63495470640646,6019.04550125269,910.386063609551,8421_1426,8421,1426,5,5,0.3204674221576642,0.004991687802150103,-0.3871558736461453,High,0.3005785747693053,0.12253954592352179,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.14175973551826668,0.461129887718411,12.814408911246856,77.64417336753648,7158.821618023622,919.3705055861185,8422_1426,8422,1426,3,3,0.32526936294743697,0.06262369627749914,-0.4144532356281055,Moderate,0.30527787993879135,0.1197727003379468,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.14448055307945806,0.47751585408239,12.814408911246856,77.65339202866649,8306.293634356258,927.3979046086565,8423_1426,8423,1426,3,2,0.3244197772078091,0.05006962589845165,-0.4123178999148988,Limited,0.3013376942935696,0.09718713074439163,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.15722230768001516,0.6899335605803053,12.814408911246856,77.66261068979651,7702.004841490025,920.5718766724675,8424_1426,8424,1426,2,2,0.26268723389995663,0.04933691115590953,-0.33014087447308876,Limited,0.23179254450846193,0.03651887716677511,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.1411641168148827,0.7137446029674284,12.814408911246856,77.67182935092652,6780.735584444433,924.2240990591797,8425_1426,8425,1426,0,0,0.242571873847073,0.05972287353368696,-0.3006124511443849,Prediction Only,0.21747652349758226,0.03957157797053916,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.13850931381827214,0.7190085950615857,12.814408911246856,77.68104801205654,4935.06471195931,918.3985561434793,8426_1426,8426,1426,2,2,0.2393166291484863,0.06534905794485363,-0.3005839536084591,Limited,0.20698118611820757,0.03275950706078999,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.12852798704339602,0.6917031136459932,12.814408911246856,77.69026667318654,3879.0824712493295,901.4835949959252,8427_1426,8427,1426,4,2,0.27604279990510344,0.04849968342788166,-0.3380784643485421,Limited,0.244984619725668,0.03883750748656947,2026-01-27,2026-01-27 05:10:56,2026-01-22
0.12842903238528278,0.5468576673896806,12.814408911246856,77.69948533431655,4017.6252580271707,888.7100230373928,8428_1426,8428,1426,2,1,0.3396735440559442,-0.019502748649292558,-0.39112534124827786,Limited,0.29806240568171083,0.07673816275411385,2026-01-27,2026-01-27 05:10:56,2026-01-22
