Grid_ID,Grid_X,Grid_Y,Center_Latitude,Center_Longitude,South_Latitude,North_Latitude,West_Longitude,East_Longitude,Historical_Samples,Historical_Unique_Dates,Observation_Support,Prediction_Dates,Mean_Predicted_LST,Median_Predicted_LST,Minimum_Predicted_LST,Maximum_Predicted_LST,LST_StdDev,Hot_Frequency,Very_Hot_Frequency,Median_L_NDVI,Median_S2_NDVI,Median_NDBI,Median_NDWI,Median_Tree_Probability,Median_Built_Probability,Median_Albedo,Elevation,Distance_To_Water,Persistent_Heat_Score,Persistent_Cooling_Priority,Prediction_Source,Reliable_Median_LST,Reliable_Mean_LST,Reliable_Max_LST,Reliable_Hot_Frequency,Reliable_Very_Hot_Frequency,Reliable_L_NDVI,Reliable_S2_NDVI,Reliable_Tree_Probability,Reliable_Built_Probability,Reliable_Distance_To_Water,Reliable_Albedo,Reliable_Heat_Score,Reliable_Priority,Data_Source,Confidence_Level,Final_Median_LST,Final_Mean_LST,Final_Max_LST,Final_Hot_Frequency,Final_Very_Hot_Frequency,Final_L_NDVI,Final_S2_NDVI,Final_Tree_Probability,Final_Built_Probability,Final_Distance_To_Water,Final_Albedo,Heat_Intensity_Score,Hot_Frequency_Score,Very_Hot_Frequency_Score,Low_Tree_Score,Built_Score,Water_Distance_Score,Low_Albedo_Score,Hybrid_Heat_Score,Final_Cooling_Priority
8401_1424,8401,1424,12.796442687747035,77.4505814838062,12.79195113187208,12.80093424362199,77.44597215324119,77.4551908143712,1,1,Limited,7,39.542373847014304,38.0232910112,33.734889308300005,47.46285393530002,5.002269946825204,0.2857142857142857,0.1428571428571428,0.3642067720632946,0.2919091541395153,0.0995445656498743,-0.4662000788719663,0.2174207968885196,0.0899918687278114,0.1393756460894041,753.5899284146644,6042.669080967167,43.42324047691301,High,Limited historical support + V5,,,,,,,,,,,,,,Limited Observation + V5,Limited,38.0232910112,39.542373847014304,47.46285393530002,0.2857142857142857,0.1428571428571428,0.3642067720632946,0.2919091541395153,0.2174207968885196,0.0899918687278114,6042.669080967167,0.1393756460894041,0.5635974049699364,0.2857142857142857,0.1428571428571428,0.6568250750912649,0.08919644960050187,0.29785905133797425,0.4947550520052587,40.18676185961682,Low
8401_1425,8401,1425,12.805425799496946,77.4505814838062,12.80093424362199,12.8099173553719,77.44597215324119,77.4551908143712,3,3,Moderate,7,38.11691302044289,38.07721027669999,32.29716755570003,45.59220576950008,5.016266142354031,0.2857142857142857,0.1428571428571428,0.4879159824076283,0.442990947857127,0.003318470630821,-0.549158517595705,0.2530133309866909,0.0964286428664251,0.1435752984152861,728.606466642083,7018.755383167377,43.70499690134053,High,Historical support + V5,43.99416178880004,44.11188409430002,47.86240338320003,0.6666666666666666,0.6666666666666666,0.3691699100363682,0.3081909251620506,0.0513858944177627,0.1858265607152134,6243.396511515186,0.1443990225,70.12321233840426,Very High,Reliable Multi-Date Observation,Moderate,43.99416178880004,44.11188409430002,47.86240338320003,0.6666666666666666,0.6666666666666666,0.3691699100363682,0.3081909251620506,0.0513858944177627,0.1858265607152134,6243.396511515186,0.1443990225,0.8780103689611516,0.6666666666666666,0.6666666666666666,0.9511179963288444,0.21892659210154017,0.3077534343067289,0.4707837505102328,70.02236619220076,Very High
8401_1426,8401,1426,12.814408911246856,77.4505814838062,12.8099173553719,12.81890046712181,77.44597215324119,77.4551908143712,2,2,Limited,7,38.72636307654289,37.43142666800003,32.89556031710002,45.348039510800064,4.567291132893971,0.2857142857142857,0.1428571428571428,0.442239703183348,0.3820972084965249,0.0462792869195587,-0.5257241978451939,0.1621212369032614,0.1836609708048842,0.1490550539316293,727.553315275582,5598.547150741541,41.97368589670404,Moderate,Limited historical support + V5,,,,,,,,,,,,,,Limited Observation + V5,Limited,37.43142666800003,38.72636307654289,45.348039510800064,0.2857142857142857,0.1428571428571428,0.442239703183348,0.3820972084965249,0.1621212369032614,0.1836609708048842,5598.547150741541,0.1490550539316293,0.5324311263218804,0.2857142857142857,0.1428571428571428,0.7548422317796348,0.2159950619652222,0.27596711334784657,0.44856540091921293,41.649609028767024,Low
8401_1427,8401,1427,12.823392022996766,77.4505814838062,12.81890046712181,12.827883578871722,77.44597215324119,77.4551908143712,0,0,Prediction Only,7,38.34703121694288,37.99167432619998,32.56785764960002,45.249361273400034,4.696673622062758,0.2857142857142857,0.1428571428571428,0.4742449716585261,0.4195600928061594,0.0155364184685181,-0.533563300745004,0.1908608601700713,0.14823719360896,0.1456058777955465,729.6933230749603,5685.835997862472,43.87822334105667,High,V5 prediction only,,,,,,,,,,,,,,V5 Prediction Only,Prediction Only,37.99167432619998,38.34703121694288,45.249361273400034,0.2857142857142857,0.1428571428571428,0.4742449716585261,0.4195600928061594,0.1908608601700713,0.14823719360896,5685.835997862472,0.1456058777955465,0.5619325396575389,0.2857142857142857,0.1428571428571428,0.703901932116155,0.16804236792248053,0.28026981019380137,0.4650246972787466,41.39482995948461,Low
8401_1428,8401,1428,12.832375134746677,77.4505814838062,12.827883578871722,12.836866690621632,77.44597215324119,77.4551908143712,0,0,Prediction Only,7,38.18138664341432,38.28273581929998,32.87494965650003,45.12299707400005,4.840056341670859,0.2857142857142857,0.1428571428571428,0.4584195370589583,0.4199701445258207,0.0002071321153656,-0.5237346032503071,0.161445720677193,0.244065156050253,0.1484212474154676,743.8025888934986,7392.916797876502,46.009988436429616,Very High,V5 prediction only,,,,,,,,,,,,,,V5 Prediction Only,Prediction Only,38.28273581929998,38.18138664341432,45.12299707400005,0.2857142857142857,0.1428571428571428,0.4584195370589583,0.4199701445258207,0.161445720677193,0.244065156050253,7392.916797876502,0.1484212474154676,0.577259199730739,0.2857142857142857,0.1428571428571428,0.7560395682465747,0.2977634007268361,0.3644163124821685,0.45158989397857763,44.287463126621454,Low
8401_1429,8401,1429,12.841358246496586,77.4505814838062,12.836866690621632,12.84584980237154,77.44597215324119,77.4551908143712,2,2,Limited,7,38.52432635578573,37.92527928769999,32.90126841050003,45.14003590370002,4.656976804057585,0.2857142857142857,0.1428571428571428,0.4112010797165323,0.3554586969496968,0.0294722170862368,-0.4917071822300972,0.1032155216397885,0.3658788148473891,0.1544629674791438,755.1063342480509,9948.568541391916,45.78695174563877,Very High,Limited historical support + V5,,,,,,,,,,,,,,Limited Observation + V5,Limited,37.92527928769999,38.52432635578573,45.14003590370002,0.2857142857142857,0.1428571428571428,0.4112010797165323,0.3554586969496968,0.1032155216397885,0.3658788148473891,9948.568541391916,0.1544629674791438,0.5584363225015077,0.2857142857142857,0.1428571428571428,0.8592512130510862,0.462660923603027,0.4903911083337895,0.422759107400562,47.40564675694212,Moderate
8401_1430,8401,1430,12.850341358246496,77.4505814838062,12.84584980237154,12.854832914121452,77.44597215324119,77.4551908143712,2,2,Limited,7,38.45553137895717,37.6099327625,33.117150553700014,45.76406381510006,5.05683366117992,0.2857142857142857,0.1428571428571428,0.3861674672598762,0.3226566450945431,0.0534704475220884,-0.475591653976843,0.0842897837489644,0.4198261423982625,0.1592249072587537,768.2719703256097,12433.245946957732,45.05502851418059,Very High,Limited historical support + V5,,,,,,,,,,,,,,Limited Observation + V5,Limited,37.6099327625,38.45553137895717,45.76406381510006,0.2857142857142857,0.1428571428571428,0.3861674672598762,0.3226566450945431,0.0842897837489644,0.4198261423982625,12433.245946957732,0.1592249072587537,0.5418308658829485,0.2857142857142857,0.1428571428571428,0.8927966339691269,0.5356887003463905,0.6128673924039868,0.4000353684592778,48.63970486523416,Moderate
8401_1431,8401,1431,12.859324469996409,77.4505814838062,12.854832914121452,12.863816025871362,77.44597215324119,77.4551908143712,5,4,Moderate,7,38.57007411204287,37.4332382186,32.78820030890002,45.16970431730001,4.704879337631442,0.2857142857142857,0.1428571428571428,0.3838257057815465,0.3145041488084964,0.0293545607215931,-0.4464990860294894,0.0716153798147754,0.508697015261617,0.1636676040524983,770.0196933748985,12888.687205730706,45.23135004979815,Very High,Historical support + V5,38.24541104090001,38.90902304192001,44.28935908610004,0.2,0.2,0.3395836688395802,0.3335313335313335,0.0436617145314812,0.4424356465460732,13497.407158413796,0.1533268425,50.07942829709218,Moderate,Reliable Multi-Date Observation,Moderate,38.24541104090001,38.90902304192001,44.28935908610004,0.2,0.2,0.3395836688395802,0.3335313335313335,0.0436617145314812,0.4424356465460732,13497.407158413796,0.1533268425,0.5752937587349172,0.2,0.2,0.9648089217250798,0.5662948841212481,0.6653226972813209,0.42818063909260073,49.8614121110058,High
8401_1432,8401,1432,12.868307581746317,77.4505814838062,12.863816025871362,12.872799137621271,77.44597215324119,77.4551908143712,2,2,Limited,7,38.07797688975716,37.88313510109998,32.68429250090003,44.834533276100025,4.927001764670939,0.2857142857142857,0.1428571428571428,0.3606682169316769,0.3110814363045003,0.0145581090735587,-0.4241945548611053,0.0647306366284763,0.5640486703511831,0.1486340233090501,760.4096456476475,13348.67451170104,47.59873572306015,Very High,Limited historical support + V5,,,,,,,,,,,,,,Limited Observation + V5,Limited,37.88313510109998,38.07797688975716,44.834533276100025,0.2857142857142857,0.1428571428571428,0.3606682169316769,0.3110814363045003,0.0647306366284763,0.5640486703511831,13348.67451170104,0.1486340233090501,0.5562171020364426,0.2857142857142857,0.1428571428571428,0.9274647577030378,0.7309208100885692,0.6579912739550982,0.4505745380348779,52.02195015890298,High
8401_1433,8401,1433,12.877290693496228,77.4505814838062,12.872799137621271,12.881782249371184,77.44597215324119,77.4551908143712,3,2,Limited,7,38.49125212940002,37.3534445417,32.84129924960003,45.94632973160001,5.039723545711817,0.2857142857142857,0.1428571428571428,0.3170833317571587,0.2789701536412056,0.0559922750174478,-0.4051256979070787,0.0645134793797761,0.5525895666860274,0.1500156786402096,760.7685926377806,13059.505735621718,45.34856787430518,Very High,Limited historical support + V5,,,,,,,,,,,,,,Limited Observation + V5,Limited,37.3534445417,38.49125212940002,45.94632973160001,0.2857142857142857,0.1428571428571428,0.3170833317571587,0.2789701536412056,0.0645134793797761,0.5525895666860274,13059.505735621718,0.1500156786402096,0.5283247585270335,0.2857142857142857,0.1428571428571428,0.9278496637687921,0.7154087745137042,0.6437373844626483,0.44398134775839904,50.93159769001374,High
