Cluster_ID,Dominant_Locality,Localities,Center_Latitude,Center_Longitude,Total_Cells,Cluster_Area_km2,High_Cells,Very_High_Cells,Mean_Median_LST,Maximum_LST,Mean_Heat_Score,Maximum_Heat_Score,Mean_Hot_Frequency,Mean_Tree_Probability,Mean_Built_Probability,Average_Greening_Percent,Total_Trees_To_Plant,Tree_Canopy_Target_m2,Non_Tree_Cooling_Area_m2,Strong_Cells,Moderate_Reliability_Cells,Limited_Cells,Model_Only_Cells,Dominant_Planning_Reliability,Mean_Hot_Frequency_Percent,Mean_Tree_Probability_Percent,Mean_Built_Probability_Percent,Cluster_Rank_Score,Cluster_Rank,Area_Score,Mean_Heat_Score_Normalized,Maximum_Heat_Score_Normalized,Very_High_Share,Very_High_Count_Score,Hot_Frequency_Score,Evidence_Score,Final_Intensity_Score,Planning_Significance_Score,Intensity_Rank,Planning_Rank,Planning_Category
11,Uttari,Uttari,12.814408911246856,77.48745612832626,1,1,0,1,42.45260058860004,48.78856717249998,61.55723551391945,61.55723551391945,0.6,0.0786558724939823,0.0989575535058975,15.83197158399402,4486,134571.75846394917,23747.95737599104,0,1,0,0,Moderate,60.0,7.86558724939823,9.895755350589749,65.09006485974362,11,0.0,0.47181207671425474,0.4078677852091104,1.0,0.16730017881017414,0.631578947368421,0.75,56.700756646166376,30.67671243626389,12,24,Secondary
9,Hesaraghatta,"Hesaraghatta, Hurali Chikkanahalli",13.110851598993891,77.48284679776125,2,2,1,1,39.34399684910001,44.673151461800025,59.393675971431534,68.8455198980612,0.4761904761904761,0.0478933861417526,0.6622231151255342,14.241134034447,4748,142411.34034447,142411.34034447,0,1,1,0,Moderate,47.61904761904761,4.789338614175264,66.22231151255342,58.462343685469015,25,0.09749375012019273,0.38703498557500715,0.6547474511059496,0.5,0.16730017881017414,0.43609022556390964,0.575,48.07189021192721,30.669892558007998,16,25,Secondary
70,S.M Krishna Ward,S.M Krishna Ward,12.980596478620194,77.7317506482716,2,2,1,1,38.087148169850025,44.45400510950001,57.77229753404416,65.76075920827029,0.4666666666666667,0.0333707757527008,0.7149940896779299,14.313035709433423,3341,100191.249966034,186069.46422263456,0,2,0,0,Moderate,46.66666666666666,3.337077575270085,71.49940896779299,56.77105702572078,28,0.09749375012019273,0.3235027624684789,0.5502558247741974,0.5,0.16730017881017414,0.4210526315789474,0.75,42.61755874967304,29.953955892710294,26,26,Secondary
57,T.C Palya,"T.C Palya, K.R Pura, Bhattarahalli",13.018026110911483,77.6964124472732,3,3,2,1,38.22529029650003,44.95882957340002,55.50564085274065,62.59774469666447,0.4428571428571428,0.0322810154563436,0.7030113967290769,13.260491499672208,6069,182052.22902125845,215762.5159689078,1,2,0,0,Moderate,44.285714285714285,3.228101545634363,70.30113967290768,52.8174507483756,38,0.16666666666666669,0.23468590474923956,0.4431134679870243,0.3333333333333333,0.16730017881017414,0.3834586466165412,0.8333333333333334,33.134445821976016,29.638776150557266,37,27,Secondary
26,Singanayakanahalli,"Singanayakanahalli, Avalahalli",13.143789675410227,77.56735119145304,3,3,2,1,37.88717121305003,46.69162899260004,56.15230827827328,65.92152269189852,0.419047619047619,0.0486653290201226,0.6429787195046323,13.15362080014913,6578,197304.31200223693,197304.31200223693,1,1,0,1,Model Only,41.90476190476191,4.86653290201227,64.29787195046323,53.46320511248332,36,0.16666666666666669,0.26002497316615086,0.555701445860678,0.3333333333333333,0.16730017881017414,0.34586466165413526,0.65,36.21082830624569,29.062164114674637,35,28,Secondary
6,Ullal,"Ullal, Nagadevanahalli, Manganahalli, Jnana Bharathi Ward",12.94915558749551,77.48482222514625,7,7,6,1,37.146816687650016,47.27351271740006,52.63998701979009,60.14084456749654,0.3343537414965986,0.0381189142186853,0.708900133116255,12.092222964255722,11557,346592.00730310974,499863.6001947907,2,3,2,0,Moderate,33.43537414965986,3.8118914218685305,70.8900133116255,46.838851559283086,50,0.3333333333333333,0.12239789445939094,0.35988967332409055,0.14285714285714285,0.16730017881017414,0.2121374865735767,0.7214285714285714,20.27876448580658,28.72851877865369,50,29,Secondary
60,Kundalahalli,"Kundalahalli, Panathur, Munnenkolalu",12.949155587495513,77.71100866072906,4,4,2,2,37.62336771736253,46.29160102190004,54.63322292655697,58.054651505423685,0.3630952380952381,0.0275594211269542,0.698922341105358,14.178689389647287,7470,224030.8878786991,343116.6877071925,0,3,1,0,Moderate,36.30952380952381,2.755942112695425,69.8922341105358,51.36051795521132,42,0.22032134914789372,0.2005010105565251,0.28922302270854916,0.5,0.2651645097780702,0.2575187969924812,0.6625,27.900991929824357,28.015369078139017,43,30,Secondary
72,Avalahalli,"Avalahalli, Chimasandra, Bandapura",13.038986704994608,77.73943286587995,3,3,2,1,37.96659175610005,45.41674171280001,55.796247147266776,60.301091350426326,0.4111111111111111,0.0308791968272998,0.6413869031627352,13.187304384549355,5903,177047.32366020948,218571.8078762712,0,3,0,0,Moderate,41.11111111111112,3.087919682729986,64.13869031627351,51.739139609432186,40,0.16666666666666669,0.24607304516893438,0.365317791951957,0.3333333333333333,0.16730017881017414,0.3333333333333333,0.75,30.642533272222966,27.753975732435077,41,31,Localized
45,Agaram,Agaram,12.922206252245775,77.65339202866649,1,1,0,1,38.117295106250026,44.138470593200026,59.77208763187342,59.77208763187342,0.5,0.029986273148097,0.742113727144897,17.256183958897765,2014,60396.64385614217,112165.19573283546,0,1,0,0,Moderate,50.0,2.9986273148097,74.2113727144897,61.84046134231139,14,0.0,0.4018626985153894,0.34739858704569754,1.0,0.16730017881017414,0.4736842105263158,0.75,49.23315682728433,27.094085522231403,15,32,Localized
40,HSR Layout,HSR Layout,12.922206252245775,77.63495470640646,1,1,0,1,39.56927000225002,43.5230048219,59.244600294900216,59.244600294900216,0.5,0.028689429454971,0.7429120058659464,17.244047812010233,2012,60354.167342035806,112086.31077806652,0,1,0,0,Moderate,50.0,2.8689429454971003,74.29120058659464,61.47122020643016,15,0.0,0.38119359227486826,0.32953074728355675,1.0,0.16730017881017414,0.4736842105263158,0.75,47.95969658360997,26.502024999799577,17,33,Localized
