Grid_ID,Grid_X,Grid_Y,Center_Latitude,Center_Longitude,South_Latitude,North_Latitude,West_Longitude,East_Longitude,Historical_Samples,Historical_Unique_Dates,Observation_Support,Prediction_Dates,Mean_Predicted_LST,Median_Predicted_LST,Minimum_Predicted_LST,Maximum_Predicted_LST,LST_StdDev,Hot_Frequency,Very_Hot_Frequency,Median_L_NDVI,Median_S2_NDVI,Median_NDBI,Median_NDWI,Median_Tree_Probability,Median_Built_Probability,Median_Albedo,Elevation,Distance_To_Water,Persistent_Heat_Score,Persistent_Cooling_Priority,Prediction_Source
8401_1442,8401,1442,12.95813869924542,77.4505814838062,12.953647143370464,12.962630255120374,77.44597215324119,77.4551908143712,0,0,Prediction Only,7,38.397373768657154,36.85309768399999,32.36699770430005,45.22174367180005,4.9695166562917485,0.2857142857142857,0.14285714285714285,0.3182977434251044,0.2815977449365175,0.0501465552119207,-0.4085001746163664,0.0713930180951562,0.4654213556572219,0.1594682733811183,830.533074854739,3649.249230779634,42.45961524946738,High,V5 prediction only
8401_1443,8401,1443,12.967121810995328,77.4505814838062,12.962630255120374,12.971613366870285,77.44597215324119,77.4551908143712,2,2,Limited,7,39.03889705957145,37.608138302,33.07345116800002,46.92943773410001,5.266044582101896,0.2857142857142857,0.2857142857142857,0.2934794139640181,0.2563548873835022,0.0873968911090944,-0.4064936599959861,0.0487720185271795,0.4540838723196448,0.1660046362252223,846.2484817741963,6174.149729357202,47.53322815063531,Very High,Limited historical support + V5
8401_1444,8401,1444,12.97610492274524,77.4505814838062,12.971613366870285,12.980596478620194,77.44597215324119,77.4551908143712,2,1,Limited,7,38.40359700650002,36.732783379999994,32.25297255710002,46.32666990710004,5.368835920075978,0.2857142857142857,0.2857142857142857,0.2956572073498814,0.2712855585469301,0.06456876643728,-0.3972264476894992,0.0458475670213671,0.5440694417261269,0.1573510354033259,849.6047654182598,8934.489397629544,44.903876762169915,Very High,Limited historical support + V5
8401_1445,8401,1445,12.98508803449515,77.4505814838062,12.980596478620194,12.989579590370104,77.44597215324119,77.4551908143712,2,2,Limited,7,38.69833775398574,37.02991185860004,32.715208491800055,47.05874143070002,5.5755428310494795,0.2857142857142857,0.2857142857142857,0.2231499136543031,0.1627741333964013,0.0873034199152204,-0.3011737510491615,0.0309600185032208,0.6846761721589623,0.1814833813385661,859.555452674897,9748.039570761088,47.50789007073253,Very High,Limited historical support + V5
8401_1446,8401,1446,12.99407114624506,77.4505814838062,12.989579590370104,12.998562702120015,77.44597215324119,77.4551908143712,2,2,Limited,7,37.666242200557164,36.141534280400016,32.149953434300045,44.583189175399994,5.054027010980554,0.2857142857142857,0.14285714285714285,0.284107508182351,0.2436481443801685,0.037698401968944,-0.3743103365576391,0.055038028725866,0.6586533278724963,0.1594656529680175,863.4257605274463,6609.6623031488525,41.52309338457949,Moderate,Limited historical support + V5
8401_1447,8401,1447,13.00305425799497,77.4505814838062,12.998562702120015,13.007545813869925,77.44597215324119,77.4551908143712,2,2,Limited,7,37.898391677514304,36.85925012000003,31.80492140540004,44.91072094190002,5.0253718748736524,0.2857142857142857,0.14285714285714285,0.3532113360506684,0.3101291033969541,0.0297461170785412,-0.4414427395119806,0.0579373677775587,0.6165167931062058,0.1598870741341359,849.3719445548489,3446.386906608265,43.995374671784596,High,Limited historical support + V5
8401_1448,8401,1448,13.01203736974488,77.4505814838062,13.007545813869925,13.016528925619834,77.44597215324119,77.4551908143712,5,4,Moderate,7,37.08824769422859,36.05015351570001,31.8369311627,44.33770697900007,4.902536453729123,0.14285714285714285,0.14285714285714285,0.4300125528829673,0.3959980159099097,-0.0157531209624394,-0.4819105126369281,0.1395309131313554,0.2929680681513777,0.1525939283325821,846.5725647040454,1444.221636997704,32.49781692422324,Low,Historical support + V5
8401_1449,8401,1449,13.021020481494787,77.4505814838062,13.016528925619834,13.025512037369744,77.44597215324119,77.4551908143712,2,2,Limited,7,38.188928260400026,36.56207037109999,32.33804707490003,45.195937620800066,4.966684620253712,0.2857142857142857,0.14285714285714285,0.3694265892529199,0.3133000784144429,0.0559454636239192,-0.4660020226617009,0.0918352410988435,0.4737144143176671,0.1561443728756384,858.3048626437967,3479.547873084878,41.36919817093309,Moderate,Limited historical support + V5
8401_1450,8401,1450,13.0300035932447,77.4505814838062,13.025512037369744,13.034495149119657,77.44597215324119,77.4551908143712,3,3,Moderate,7,37.717019329100026,36.70285861490001,31.84270761650002,44.97315107720004,5.157820241229877,0.2857142857142857,0.14285714285714285,0.4246739393764288,0.3931845305865567,0.0357349240129408,-0.512793098073708,0.2592366861334902,0.1804687368627855,0.1459071647213854,859.766655667557,6645.051050424926,39.00436357416419,Low,Historical support + V5
8401_1451,8401,1451,13.03898670499461,77.4505814838062,13.034495149119657,13.043478260869565,77.44597215324119,77.4551908143712,3,3,Moderate,7,37.34330767095717,36.624107434100026,31.70643115910004,44.68875472310004,5.012626278259861,0.14285714285714285,0.14285714285714285,0.4391503542581159,0.4039955276824301,0.0056554081530459,-0.5148402341423903,0.2538209523103525,0.2704991962460857,0.1494642479615509,849.9579184910266,9692.002909456489,34.58716355580868,Low,Historical support + V5
8401_1452,8401,1452,13.04796981674452,77.4505814838062,13.043478260869565,13.052461372619476,77.44597215324119,77.4551908143712,1,1,Limited,7,37.587737605485735,36.719008759400026,31.990690792400024,44.973937221800014,5.148293706037633,0.2857142857142857,0.14285714285714285,0.4134742075847151,0.3562552146585121,0.0129185658083291,-0.4891719553445525,0.1546898127899363,0.3740798522196749,0.162490472097724,844.8144156867199,10224.08872472942,41.005587978279635,Moderate,Limited historical support + V5
8401_1453,8401,1453,13.05695292849443,77.4505814838062,13.052461372619476,13.061444484369384,77.44597215324119,77.4551908143712,1,1,Limited,7,37.57898259140002,36.582390500000045,31.712908307000035,44.64739668110002,4.98311452004987,0.2857142857142857,0.14285714285714285,0.4093088623422625,0.364737071999684,0.0157065894144533,-0.4753417313195565,0.084366854325997,0.5380279558093826,0.1613632099037628,843.9838596341799,9728.496078750792,42.09425914659096,Moderate,Limited historical support + V5
8401_1454,8401,1454,13.06593604024434,77.4505814838062,13.061444484369384,13.070427596119297,77.44597215324119,77.4551908143712,1,1,Limited,7,37.98419130384288,36.54421121660002,32.217732770900035,44.879804951000025,4.89485543283542,0.2857142857142857,0.14285714285714285,0.2341927502728878,0.1880970162583833,0.0617704071326122,-0.3069063863113981,0.039508309954027,0.6566658352967336,0.1622027644083,847.4836751645264,8272.177720344278,43.126708839114265,High,Limited historical support + V5
8401_1455,8401,1455,13.074919151994251,77.4505814838062,13.070427596119297,13.079410707869206,77.44597215324119,77.4551908143712,1,1,Limited,7,38.29121983322859,36.72685311530002,32.413499866400024,44.89619435690003,5.0229619072959615,0.2857142857142857,0.2857142857142857,0.3372473167244331,0.2912117689637932,0.0703388859529924,-0.4074602707404529,0.083587390672219,0.4776602771462682,0.156378512330962,858.7863456295796,6829.967989119227,44.2158758063824,Very High,Limited historical support + V5
8401_1456,8401,1456,13.08390226374416,77.4505814838062,13.079410707869206,13.088393819619116,77.44597215324119,77.4551908143712,1,1,Limited,7,38.195180795557164,36.69790248590002,32.38972753730002,44.72678019559999,4.919435585282113,0.2857142857142857,0.14285714285714285,0.3292804187179084,0.2888511580148444,0.0593874379505331,-0.4082576360710513,0.0951706672445634,0.5041675983505008,0.169048986484612,867.3317288749266,6101.815200979144,42.22137034495835,Moderate,Limited historical support + V5
8401_1457,8401,1457,13.09288537549407,77.4505814838062,13.088393819619116,13.097376931369029,77.44597215324119,77.4551908143712,2,2,Limited,7,38.30281912824288,36.64806775430001,32.41507215560003,45.074392829600036,5.045932360906647,0.2857142857142857,0.2857142857142857,0.3409905980397941,0.302900594794782,0.0523725151741309,-0.4195972134142612,0.0809205422842457,0.3640797999969608,0.165130402423759,868.6705480691767,4439.678210762255,42.76242861687944,High,Limited historical support + V5
8401_1458,8401,1458,13.101868487243982,77.4505814838062,13.097376931369029,13.106360043118936,77.44597215324119,77.4551908143712,3,3,Moderate,7,38.241053065400024,36.6175448357,32.44282647800003,45.15705764330003,4.9816262092713375,0.2857142857142857,0.14285714285714285,0.3738844445360978,0.3394188010364245,0.0691073611897013,-0.4650889672192506,0.1181106406451543,0.2706491428531987,0.1601965631589958,869.4369325884969,4508.4819876665015,39.56220430419734,Low,Historical support + V5
8401_1459,8401,1459,13.110851598993891,77.4505814838062,13.106360043118936,13.115343154868846,77.44597215324119,77.4551908143712,0,0,Prediction Only,7,38.25892442711431,36.658800337100004,32.760719428100025,44.85129866420002,4.777854189148782,0.2857142857142857,0.14285714285714285,0.3837919733430362,0.3378195660713494,0.0700124184644657,-0.4760327431096323,0.1019788349305459,0.2951390032056643,0.1539143300273824,880.3426429719858,6504.00778596369,39.97343453398572,Low,V5 prediction only
8401_1460,8401,1460,13.119834710743802,77.4505814838062,13.115343154868846,13.124326266618755,77.44597215324119,77.4551908143712,6,4,Moderate,7,37.63420558738573,36.529445370200015,31.744559172200024,45.05802051380002,5.355815787044005,0.2857142857142857,0.14285714285714285,0.4452253222680443,0.4033763588677535,0.0096965456834953,-0.5194007308104083,0.2163165197253538,0.135785733953536,0.1417916380506245,871.9515635537568,9287.678367196666,37.85837571089691,Low,Historical support + V5
8401_1461,8401,1461,13.128817822493712,77.4505814838062,13.124326266618755,13.133309378368669,77.44597215324119,77.4551908143712,2,2,Limited,7,37.16069506957145,36.42933156440002,31.776141677000002,44.51153038610004,5.364260343648965,0.2857142857142857,0.14285714285714285,0.4654435554955454,0.4361466569357892,-0.0346965256299303,-0.5337832954395791,0.207168320657646,0.1909961569783267,0.1525528733726138,882.851830681895,12087.50971787682,38.00684669066726,Low,Limited historical support + V5
8401_1462,8401,1462,13.13780093424362,77.4505814838062,13.133309378368669,13.142292490118576,77.44597215324119,77.4551908143712,5,5,High,7,38.17820788481431,36.593071812500014,32.37019355300003,45.013637524100034,5.018181195965117,0.2857142857142857,0.2857142857142857,0.3836210115051255,0.3411836404045292,0.0412032438154315,-0.4826569443467651,0.0982235881209147,0.3329992221040124,0.1584517059880005,891.8609983773435,12669.402354833011,42.22989327153877,Moderate,Strong historical support + V5
8401_1463,8401,1463,13.146784045993533,77.4505814838062,13.142292490118576,13.151275601868488,77.44597215324119,77.4551908143712,1,1,Limited,7,38.77751862872858,36.98833164529999,32.84984429960003,45.65760958220001,5.304549096544912,0.2857142857142857,0.2857142857142857,0.3548519719209971,0.3119688089378255,0.0744581113504016,-0.4892075140463703,0.1158052620807465,0.200838437255851,0.1582866611541617,912.0687312921428,12543.37083123329,42.50187194013553,High,Limited historical support + V5
8402_1424,8402,1424,12.796442687747035,77.45980014493621,12.79195113187208,12.80093424362199,77.4551908143712,77.46440947550121,1,1,Limited,7,39.39777206947144,38.0428249955,34.3588830395,47.84941490720001,5.2066248469151954,0.2857142857142857,0.2857142857142857,0.3516919529161462,0.3091094734142137,0.0951271666217495,-0.4754240160294926,0.1726870993874066,0.1398795969809354,0.1469791845933293,764.1819255026119,3847.895208580443,46.14373092915284,Very High,Limited historical support + V5
8402_1425,8402,1425,12.805425799496946,77.45980014493621,12.80093424362199,12.8099173553719,77.4551908143712,77.46440947550121,3,3,Moderate,7,39.409293238314305,38.1422551973,33.84175370359999,47.347547030600005,4.955956108638689,0.2857142857142857,0.14285714285714285,0.3729438106188188,0.3220964503924849,0.1026406677038497,-0.4785341249019241,0.2552223028916046,0.0658511795730386,0.144865012162986,773.0226513695767,5055.840306995056,43.66146674626908,High,Historical support + V5
8402_1426,8402,1426,12.814408911246856,77.45980014493621,12.8099173553719,12.81890046712181,77.4551908143712,77.46440947550121,6,4,Moderate,7,39.197180682885744,37.801837495400015,33.303842806100036,47.14227783950007,5.0155238160464926,0.2857142857142857,0.14285714285714285,0.3934876592065194,0.3313534805393789,0.0739927605114657,-0.4936043216155341,0.1684177359291004,0.1945856122040178,0.1536489168724183,755.746343383342,2626.221373846377,43.576333995716,High,Historical support + V5
8402_1427,8402,1427,12.823392022996766,77.45980014493621,12.81890046712181,12.827883578871722,77.4551908143712,77.46440947550121,3,2,Limited,7,38.668979403628605,38.0402614805,32.78097119660002,45.189221211500055,4.581341453675901,0.2857142857142857,0.14285714285714285,0.4099193483670061,0.3571303714496981,0.02980172373117,-0.4982889583733323,0.173251003831773,0.2467550947134102,0.1524311122377958,735.8758044556637,2804.175034177556,45.05929332702577,Very High,Limited historical support + V5
8402_1428,8402,1428,12.832375134746677,77.45980014493621,12.827883578871722,12.836866690621632,77.4551908143712,77.46440947550121,1,1,Limited,7,38.3717776817429,38.0880624902,32.73057249170003,45.22630672850005,4.767044819213463,0.2857142857142857,0.14285714285714285,0.4357526586896111,0.3903591404713318,0.0125634093835231,-0.510210496096408,0.1984961024684098,0.1915086111535496,0.1481008110322553,738.8903572846934,5495.436460197868,44.699549932462645,Very High,Limited historical support + V5
8402_1429,8402,1429,12.841358246496586,77.45980014493621,12.836866690621632,12.84584980237154,77.4551908143712,77.46440947550121,2,2,Limited,7,39.07853388435717,37.712097380300015,33.04573102580004,46.995337159700014,4.988574646884461,0.2857142857142857,0.14285714285714285,0.3905323563403064,0.3418322813344676,0.059815516493735,-0.4768710652195396,0.1908798029387103,0.2528179948839189,0.1513452156721055,750.4613868126581,8609.959586015231,43.79684863879057,High,Limited historical support + V5
8402_1430,8402,1430,12.850341358246496,77.45980014493621,12.84584980237154,12.854832914121452,77.4551908143712,77.46440947550121,3,3,Moderate,7,38.727510554685736,37.46531633630001,32.943788579300026,45.28837797170003,4.646102189885001,0.2857142857142857,0.14285714285714285,0.3910562048160609,0.3344017705399253,0.0509222746053315,-0.474554591232701,0.0995343613976155,0.4424415892826664,0.1532922601157991,767.8913832046793,10373.94007441855,44.69812655326348,Very High,Historical support + V5
8402_1431,8402,1431,12.859324469996409,77.45980014493621,12.854832914121452,12.863816025871362,77.4551908143712,77.46440947550121,4,2,Limited,7,38.14121758408574,37.787481811400006,32.75080717010002,45.014321128100036,4.7474592835839555,0.2857142857142857,0.14285714285714285,0.401539504583235,0.338563143902969,0.0150693890625274,-0.4712346483366286,0.1009681263275181,0.4945775654235812,0.1563617203602434,775.7912599153941,10976.658126522329,46.518375082981386,Very High,Limited historical support + V5
8402_1432,8402,1432,12.868307581746317,77.45980014493621,12.863816025871362,12.872799137621271,77.4551908143712,77.46440947550121,4,3,Moderate,7,38.14012381768573,37.78226933089998,32.55478372310003,44.97390304160003,4.82947120067238,0.2857142857142857,0.14285714285714285,0.3825325587945185,0.3217194197039433,0.0180784216739957,-0.4516772029022605,0.0637634309178667,0.5596973054411186,0.156677344223623,763.3815297217369,11853.787919065904,47.14855709541414,Very High,Historical support + V5
8402_1433,8402,1433,12.877290693496228,77.45980014493621,12.872799137621271,12.881782249371184,77.4551908143712,77.46440947550121,1,1,Limited,7,38.523691580642875,37.38933375169999,32.49712172570003,45.95547293510001,5.060612646989579,0.2857142857142857,0.14285714285714285,0.3024183441878207,0.2412563784218018,0.058010517441666,-0.3959388943299158,0.0375149168261118,0.7081838924804819,0.1610834773411453,771.5569795770735,11310.39593252749,47.04920724457523,Very High,Limited historical support + V5
8402_1434,8402,1434,12.886273805246136,77.45980014493621,12.881782249371184,12.890765361121092,77.4551908143712,77.46440947550121,9,5,High,7,38.09682971150003,37.64881274,32.63556862580001,44.815067652200035,4.850724713820457,0.2857142857142857,0.14285714285714285,0.3731585674713469,0.3423817762166061,0.0235409259191383,-0.4509996770797145,0.0840034206414588,0.5347476836321277,0.1500849994055674,780.8595444646988,11031.45376550506,46.360998048205246,Very High,Strong historical support + V5
8402_1435,8402,1435,12.895256916996049,77.45980014493621,12.890765361121092,12.899748472871002,77.4551908143712,77.46440947550121,1,1,Limited,7,38.77466702347145,37.43123867690003,32.8813071737,46.250106259100015,4.937164027999206,0.2857142857142857,0.14285714285714285,0.2492285542435116,0.1822977225264495,0.0677629482239868,-0.3292354009822094,0.0523172849762043,0.5642137417826776,0.1559294080671603,768.4785737593276,10114.644408149315,45.778455674465036,Very High,Limited historical support + V5
8402_1436,8402,1436,12.904240028745958,77.45980014493621,12.899748472871002,12.908731584620911,77.4551908143712,77.46440947550121,6,4,Moderate,7,38.94313634638572,37.331517943399994,33.161396822600025,46.97522211200001,5.087857672704856,0.2857142857142857,0.2857142857142857,0.275583867326219,0.2410886800814555,0.0797635646806386,-0.3811775530771288,0.0392888664033301,0.6129052698452162,0.1704032268805272,777.1783062871336,8497.314616606705,48.00617961441436,Very High,Historical support + V5
8402_1437,8402,1437,12.913223140495868,77.45980014493621,12.908731584620911,12.917714696370822,77.4551908143712,77.46440947550121,6,3,Moderate,7,39.38078939295716,37.8661304516,33.33875788040006,47.934113442800005,5.361420603507755,0.2857142857142857,0.2857142857142857,0.3005337445107606,0.2596249616083673,0.0883324752601183,-0.4030878769226826,0.0938272387345781,0.3905716679213227,0.1659428966114259,786.3736779383303,6159.620152944141,47.93826444554072,Very High,Historical support + V5
8402_1438,8402,1438,12.922206252245775,77.45980014493621,12.917714696370822,12.926697808120734,77.4551908143712,77.46440947550121,6,4,Moderate,7,38.442601497585734,36.98643464419999,32.718882863300024,44.98393493030006,4.7879476440017825,0.2857142857142857,0.14285714285714285,0.3641415558836681,0.3331838282887778,0.0407844139148034,-0.4545565193000711,0.144104224459385,0.4037108824166667,0.1597386601583786,792.3681718385902,3469.9313935937616,42.38009102580646,High,Historical support + V5
8402_1439,8402,1439,12.931189363995689,77.45980014493621,12.926697808120734,12.935680919870643,77.4551908143712,77.46440947550121,1,1,Limited,7,38.43434453784288,36.8482611857,32.43829760150005,45.43108030670003,4.959621404293141,0.2857142857142857,0.14285714285714285,0.3467226779389313,0.3076575923534602,0.0501427290532503,-0.4410086465199671,0.1239042676036804,0.4284337424445579,0.1600209630070658,803.4103805541087,2516.086803682678,42.07023959363214,Moderate,Limited historical support + V5
8402_1440,8402,1440,12.940172475745598,77.45980014493621,12.935680919870643,12.944664031620553,77.4551908143712,77.46440947550121,6,5,High,7,38.643109875114305,37.01459912900001,32.475759100700046,46.61687689520005,5.26633662760127,0.2857142857142857,0.14285714285714285,0.3396260171335744,0.3014270595521611,0.0711750230369037,-0.4387707726862825,0.1054563377989996,0.4332704400064487,0.1489364226256856,811.0353132293375,2596.9487691258223,42.789238598424596,High,Strong historical support + V5
8402_1441,8402,1441,12.94915558749551,77.45980014493621,12.944664031620553,12.953647143370464,77.4551908143712,77.46440947550121,3,2,Limited,7,36.356654693428595,35.5786034765,30.81808776110006,43.25098170020001,5.15000014506221,0.2857142857142857,0.0,0.2631568776578216,0.1315438294320489,-0.0346594998048764,-0.2918252951674774,0.0838269438420951,0.2629394939483272,0.1210505487621995,814.4328950122199,554.6923462078712,33.15350492919941,Low,Limited historical support + V5
